t,mean,lower,upper,variable,iter,simulation,method,fitAttempts,TrueValue
16,0.050340906,0.035101565,0.066662491,rt,6,Abbott,Eales,1,0.054187
17,0.046459001,0.030363134,0.061566969,rt,6,Abbott,Eales,1,0.0525617
18,0.044431617,0.025464317,0.062458982,rt,6,Abbott,Eales,1,0.051233
19,0.044524111,0.024790363,0.063613248,rt,6,Abbott,Eales,1,0.0500514
20,0.046715863,0.027857825,0.063872591,rt,6,Abbott,Eales,1,0.0488555
21,0.050972729,0.036034952,0.0652094,rt,6,Abbott,Eales,1,0.0474884
22,0.055704289,0.041106572,0.071360234,rt,6,Abbott,Eales,1,0.045817
23,0.057447088,0.040911168,0.076164799,rt,6,Abbott,Eales,1,0.0437499
24,0.055788357,0.03761856,0.074704201,rt,6,Abbott,Eales,1,0.0412498
25,0.050795938,0.033876882,0.066732449,rt,6,Abbott,Eales,1,0.0383383
26,0.042544072,0.0296996,0.054704065,rt,6,Abbott,Eales,1,0.035089
27,0.032578885,0.019384338,0.045300559,rt,6,Abbott,Eales,1,0.0316127
28,0.023823241,0.006784369,0.038893303,rt,6,Abbott,Eales,1,0.0280351
29,0.016586211,-0.001294861,0.031793375,rt,6,Abbott,Eales,1,0.0244733
30,0.010849569,-0.004999186,0.024566704,rt,6,Abbott,Eales,1,0.0210157
31,0.006599057,-0.005705656,0.017703604,rt,6,Abbott,Eales,1,0.0177073
32,0.003657069,-0.008811942,0.015784087,rt,6,Abbott,Eales,1,0.0145443
33,0.001734759,-0.013334703,0.016270624,rt,6,Abbott,Eales,1,0.0114782
34,0.00080549,-0.014837404,0.015277824,rt,6,Abbott,Eales,1,0.00842875
35,0.000872748,-0.012816635,0.014728849,rt,6,Abbott,Eales,1,0.00530372
36,0.001918861,-0.010335461,0.013864339,rt,6,Abbott,Eales,1,0.00202152
37,0.002919661,-0.010632833,0.016569565,rt,6,Abbott,Eales,1,-0.00146903
38,0.002361603,-0.0133505,0.018032467,rt,6,Abbott,Eales,1,-0.00517684
39,0.000127041,-0.015735927,0.015568782,rt,6,Abbott,Eales,1,-0.00906767
40,-0.003781634,-0.01754266,0.009600736,rt,6,Abbott,Eales,1,-0.0130745
41,-0.009352032,-0.021265364,0.002015719,rt,6,Abbott,Eales,1,-0.0171152
42,-0.0158435,-0.030748516,-0.001092246,rt,6,Abbott,Eales,1,-0.0211133
43,-0.022282959,-0.040013196,-0.004024672,rt,6,Abbott,Eales,1,-0.0250144
44,-0.028608912,-0.046198307,-0.010891338,rt,6,Abbott,Eales,1,-0.0287957
45,-0.034823157,-0.050120518,-0.020054177,rt,6,Abbott,Eales,1,-0.032465
46,-0.040910335,-0.053636309,-0.028070808,rt,6,Abbott,Eales,1,-0.0360486
47,-0.046316077,-0.061475657,-0.030806063,rt,6,Abbott,Eales,1,-0.0395705
48,-0.050389637,-0.068102893,-0.032298735,rt,6,Abbott,Eales,1,-0.0430264
49,-0.053068821,-0.070802774,-0.03459678,rt,6,Abbott,Eales,1,-0.0463584
50,-0.054325581,-0.069871037,-0.03844947,rt,6,Abbott,Eales,1,-0.049436
51,-0.054133497,-0.069030468,-0.040488219,rt,6,Abbott,Eales,1,-0.0520462
52,-0.052397076,-0.0698885,-0.035244585,rt,6,Abbott,Eales,1,-0.0538902
53,-0.049019611,-0.06858788,-0.029750163,rt,6,Abbott,Eales,1,-0.0545826
54,-0.043980439,-0.063661083,-0.024785937,rt,6,Abbott,Eales,1,-0.0536472
55,-0.037268316,-0.054693104,-0.020326849,rt,6,Abbott,Eales,1,-0.0505095
56,-0.028871133,-0.043496731,-0.013822184,rt,6,Abbott,Eales,1,-0.0444991
57,-0.018614209,-0.035056454,-0.000593217,rt,6,Abbott,Eales,1,-0.0348917
58,-0.00634991,-0.025408338,0.014621671,rt,6,Abbott,Eales,1,-0.0210413
59,0.007907303,-0.01079012,0.029165625,rt,6,Abbott,Eales,1,-0.00265562
60,0.024123271,0.007735338,0.041401366,rt,6,Abbott,Eales,1,0.0197934
61,0.042069112,0.027375068,0.056646739,rt,6,Abbott,Eales,1,0.0446816
62,0.059088789,0.041922427,0.076579178,rt,6,Abbott,Eales,1,0.069195
63,0.073154438,0.053689755,0.093141347,rt,6,Abbott,Eales,1,0.0899157
64,0.084206688,0.065525108,0.103649595,rt,6,Abbott,Eales,1,0.103886
65,0.092258485,0.076323487,0.108093527,rt,6,Abbott,Eales,1,0.109559
66,0.097190213,0.082941092,0.111749994,rt,6,Abbott,Eales,1,0.107096
67,0.097194333,0.080898462,0.112961028,rt,6,Abbott,Eales,1,0.0979794
68,0.091189814,0.073301108,0.108933676,rt,6,Abbott,Eales,1,0.0843185
69,0.079393003,0.062573509,0.095962099,rt,6,Abbott,Eales,1,0.0682266
70,0.06201571,0.048185909,0.075343017,rt,6,Abbott,Eales,1,0.0514409
71,0.039711655,0.028708172,0.050856565,rt,6,Abbott,Eales,1,0.0351824
72,0.018075411,0.002963463,0.032250847,rt,6,Abbott,Eales,1,0.0201787
73,0.000278947,-0.017226692,0.016435894,rt,6,Abbott,Eales,1,0.00676733
74,-0.013747648,-0.030473625,0.001705749,rt,6,Abbott,Eales,1,-0.00497906
75,-0.024042165,-0.037257289,-0.01086535,rt,6,Abbott,Eales,1,-0.015141
76,-0.030847987,-0.043158097,-0.020103526,rt,6,Abbott,Eales,1,-0.023867
77,-0.036362093,-0.051420086,-0.021940428,rt,6,Abbott,Eales,1,-0.031315
78,-0.041721096,-0.059054964,-0.024506669,rt,6,Abbott,Eales,1,-0.0376143
79,-0.046927352,-0.062691636,-0.03105448,rt,6,Abbott,Eales,1,-0.0428431
80,-0.051973207,-0.064761932,-0.039262291,rt,6,Abbott,Eales,1,-0.0470173
81,-0.056548389,-0.069605604,-0.044398101,rt,6,Abbott,Eales,1,-0.0500883
82,-0.058361811,-0.074333103,-0.043396985,rt,6,Abbott,Eales,1,-0.0519501
83,-0.056323153,-0.074479416,-0.039435479,rt,6,Abbott,Eales,1,-0.0524535
84,-0.050355316,-0.068375986,-0.03419218,rt,6,Abbott,Eales,1,-0.0514281
85,-0.040411517,-0.054688751,-0.025587572,rt,6,Abbott,Eales,1,-0.0487153
86,-0.027264996,-0.041589429,-0.014775415,rt,6,Abbott,Eales,1,-0.0442146
87,-0.015896397,-0.033780181,0.001013549,rt,6,Abbott,Eales,1,-0.0379459
88,-0.008269785,-0.027484907,0.010423035,rt,6,Abbott,Eales,1,-0.0301198
89,-0.00440616,-0.021482252,0.013243526,rt,6,Abbott,Eales,1,-0.0211938
90,-0.00430999,-0.018272044,0.00964688,rt,6,Abbott,Eales,1,-0.0118778
91,-0.007262008,-0.020345605,0.00618314,rt,6,Abbott,Eales,1,-0.00305842
92,-0.009344375,-0.027174889,0.007539499,rt,6,Abbott,Eales,1,0.00435793
93,-0.009230421,-0.028863925,0.008723136,rt,6,Abbott,Eales,1,0.00963489
94,-0.006909288,-0.02599661,0.01105051,rt,6,Abbott,Eales,1,0.0123542
95,-0.002375277,-0.01969536,0.014059683,rt,6,Abbott,Eales,1,0.0124645
96,0.004000642,-0.014393039,0.019934808,rt,6,Abbott,Eales,1,0.0102256
97,0.010505141,-0.009788185,0.029566704,rt,6,Abbott,Eales,1,0.00608881
98,0.016635419,-0.009323085,0.040907205,rt,6,Abbott,Eales,1,0.000568491
99,0.022380487,-0.01045115,0.053491873,rt,6,Abbott,Eales,1,-0.00585403
100,0.027719005,-0.01457484,0.070452028,rt,6,Abbott,Eales,1,-0.0127806
1,78.93,53.475,109.525,nPos,6,Abbott,Eales,1,84
2,88.97666667,63,119.525,nPos,6,Abbott,Eales,1,72
3,100.8366667,73,131,nPos,6,Abbott,Eales,1,107
4,111.7344444,82,147.525,nPos,6,Abbott,Eales,1,107
5,123.6855556,91,159,nPos,6,Abbott,Eales,1,120
6,136.1977778,103,168,nPos,6,Abbott,Eales,1,147
7,148.8711111,116,185,nPos,6,Abbott,Eales,1,180
8,159.3366667,123.475,198,nPos,6,Abbott,Eales,1,142
9,173.2211111,136.475,214,nPos,6,Abbott,Eales,1,173
10,184.4911111,147,225,nPos,6,Abbott,Eales,1,189
11,197.0866667,159.475,237,nPos,6,Abbott,Eales,1,184
12,208.0344444,167.475,250.525,nPos,6,Abbott,Eales,1,193
13,221.3211111,178,262,nPos,6,Abbott,Eales,1,230
14,234.0755556,191.475,278.525,nPos,6,Abbott,Eales,1,242
15,247.7455556,205.475,291.05,nPos,6,Abbott,Eales,1,243
16,261.5366667,214.475,312,nPos,6,Abbott,Eales,1,281
17,273.2777778,229,327,nPos,6,Abbott,Eales,1,264
18,286.9911111,236.425,337.05,nPos,6,Abbott,Eales,1,313
19,299.55,253,353,nPos,6,Abbott,Eales,1,279
20,312.9366667,262.475,367,nPos,6,Abbott,Eales,1,312
21,329.6688889,281,386,nPos,6,Abbott,Eales,1,304
22,348.5511111,294.475,403.525,nPos,6,Abbott,Eales,1,343
23,368.0277778,312,421,nPos,6,Abbott,Eales,1,360
24,392.3566667,341,445.575,nPos,6,Abbott,Eales,1,392
25,410.3366667,351.475,471,nPos,6,Abbott,Eales,1,433
26,428.8122222,371,485,nPos,6,Abbott,Eales,1,470
27,442.9422222,383,501,nPos,6,Abbott,Eales,1,413
28,456.0422222,392,515.525,nPos,6,Abbott,Eales,1,442
29,462.5822222,400.475,526.525,nPos,6,Abbott,Eales,1,491
30,468.54,409.475,535.05,nPos,6,Abbott,Eales,1,452
31,468.0355556,402.475,531.525,nPos,6,Abbott,Eales,1,465
32,471.17,414.475,532.525,nPos,6,Abbott,Eales,1,495
33,472.9311111,415.475,537.525,nPos,6,Abbott,Eales,1,461
34,471.8855556,414.425,530.525,nPos,6,Abbott,Eales,1,465
35,473.6144444,416,537.05,nPos,6,Abbott,Eales,1,450
36,473.8322222,411,536,nPos,6,Abbott,Eales,1,438
37,476.0577778,415.475,538,nPos,6,Abbott,Eales,1,510
38,475.9888889,414,536.05,nPos,6,Abbott,Eales,1,494
39,474.7666667,418.475,539.525,nPos,6,Abbott,Eales,1,508
40,474.6277778,413,539.525,nPos,6,Abbott,Eales,1,443
41,468.9922222,409,529.05,nPos,6,Abbott,Eales,1,468
42,463.5955556,405.475,525,nPos,6,Abbott,Eales,1,445
43,452.3888889,393,511,nPos,6,Abbott,Eales,1,459
44,438.7522222,379.475,497.525,nPos,6,Abbott,Eales,1,456
45,425.2511111,366,481.525,nPos,6,Abbott,Eales,1,435
46,408.3566667,352,469,nPos,6,Abbott,Eales,1,388
47,389.5233333,334,443,nPos,6,Abbott,Eales,1,400
48,370.1788889,323,426,nPos,6,Abbott,Eales,1,361
49,352.0911111,298,405,nPos,6,Abbott,Eales,1,365
50,332.15,278.475,388.525,nPos,6,Abbott,Eales,1,329
51,314.1633333,263.475,364.525,nPos,6,Abbott,Eales,1,336
52,300.1333333,254,347.525,nPos,6,Abbott,Eales,1,276
53,283.9677778,237,337,nPos,6,Abbott,Eales,1,255
54,271.9844444,227,320.525,nPos,6,Abbott,Eales,1,294
55,263.7622222,218,312,nPos,6,Abbott,Eales,1,271
56,256.0933333,213,304.05,nPos,6,Abbott,Eales,1,278
57,251.0144444,207.475,296.525,nPos,6,Abbott,Eales,1,205
58,249.1955556,206,296,nPos,6,Abbott,Eales,1,263
59,250.5444444,204,297.525,nPos,6,Abbott,Eales,1,282
60,256.4055556,210.475,306.05,nPos,6,Abbott,Eales,1,252
61,268.1122222,221.475,317,nPos,6,Abbott,Eales,1,279
62,283.5488889,237,331,nPos,6,Abbott,Eales,1,268
63,305.6488889,256,359,nPos,6,Abbott,Eales,1,282
64,333.69,283.475,385.525,nPos,6,Abbott,Eales,1,301
65,366.4133333,314.475,423.525,nPos,6,Abbott,Eales,1,337
66,402.29,350.475,461,nPos,6,Abbott,Eales,1,386
67,444.5911111,386.475,507.525,nPos,6,Abbott,Eales,1,512
68,486.7244444,424.475,552.05,nPos,6,Abbott,Eales,1,525
69,527.2244444,463.95,591.05,nPos,6,Abbott,Eales,1,520
70,561.4966667,493.475,626,nPos,6,Abbott,Eales,1,549
71,583.8588889,517.95,654.525,nPos,6,Abbott,Eales,1,596
72,595.6888889,530.475,664,nPos,6,Abbott,Eales,1,600
73,594.6733333,523,661,nPos,6,Abbott,Eales,1,603
74,588.1344444,519.425,658,nPos,6,Abbott,Eales,1,570
75,571.0855556,506,647,nPos,6,Abbott,Eales,1,556
76,557.1188889,495,629.05,nPos,6,Abbott,Eales,1,548
77,536.2544444,473.475,600.525,nPos,6,Abbott,Eales,1,578
78,513.16,454.475,578,nPos,6,Abbott,Eales,1,454
79,489.7611111,429,549,nPos,6,Abbott,Eales,1,498
80,465.3733333,404,523.525,nPos,6,Abbott,Eales,1,478
81,441.1588889,382,505.525,nPos,6,Abbott,Eales,1,494
82,416.1855556,359,477,nPos,6,Abbott,Eales,1,439
83,391.9722222,336.475,446.525,nPos,6,Abbott,Eales,1,358
84,372.5933333,323,425,nPos,6,Abbott,Eales,1,330
85,357.7477778,302.475,411.525,nPos,6,Abbott,Eales,1,362
86,347.6366667,297,402,nPos,6,Abbott,Eales,1,324
87,344.25,290.425,402,nPos,6,Abbott,Eales,1,341
88,340.8677778,289,395,nPos,6,Abbott,Eales,1,382
89,339.6166667,289.475,395,nPos,6,Abbott,Eales,1,334
90,336.6344444,284.475,391.05,nPos,6,Abbott,Eales,1,330
91,334.3522222,283.475,387,nPos,6,Abbott,Eales,1,342
92,331.55,280,387,nPos,6,Abbott,Eales,1,353
93,327.9844444,272,383,nPos,6,Abbott,Eales,1,345
94,327.4377778,277,384,nPos,6,Abbott,Eales,1,279
95,326.54,276,375,nPos,6,Abbott,Eales,1,352
96,327.4966667,278,381,nPos,6,Abbott,Eales,1,317
97,328.8066667,281,383.525,nPos,6,Abbott,Eales,1,318
98,336.0044444,287.475,393,nPos,6,Abbott,Eales,1,338
99,344.1022222,292.475,400,nPos,6,Abbott,Eales,1,321
100,353.7055556,291.475,413.525,nPos,6,Abbott,Eales,1,381
1,0.027868273,0.023779085,0.032464811,Pt,7,Abbott,Eales,1,0.0254168
2,0.028332354,0.025085146,0.031758344,Pt,7,Abbott,Eales,1,0.0256113
3,0.028862128,0.026182353,0.031719172,Pt,7,Abbott,Eales,1,0.0259378
4,0.029526967,0.027180126,0.032188682,Pt,7,Abbott,Eales,1,0.0264759
5,0.0304059,0.027848715,0.032961377,Pt,7,Abbott,Eales,1,0.0273144
6,0.031589887,0.028922895,0.034166414,Pt,7,Abbott,Eales,1,0.0285452
7,0.033158622,0.030443951,0.035772522,Pt,7,Abbott,Eales,1,0.0302521
8,0.035103525,0.032555033,0.037841271,Pt,7,Abbott,Eales,1,0.0324928
9,0.037391033,0.03482294,0.040181975,Pt,7,Abbott,Eales,1,0.0352735
10,0.039973998,0.037208027,0.0427499,Pt,7,Abbott,Eales,1,0.038524
11,0.042784308,0.039716836,0.045599457,Pt,7,Abbott,Eales,1,0.0420819
12,0.045725338,0.042488347,0.048628342,Pt,7,Abbott,Eales,1,0.0457001
13,0.048661455,0.045635028,0.051596741,Pt,7,Abbott,Eales,1,0.0490808
14,0.051422594,0.048231394,0.054561602,Pt,7,Abbott,Eales,1,0.0519312
15,0.05380702,0.05043923,0.057217652,Pt,7,Abbott,Eales,1,0.0540205
16,0.05559082,0.052070868,0.059112226,Pt,7,Abbott,Eales,1,0.0552189
17,0.056596735,0.053111451,0.06010746,Pt,7,Abbott,Eales,1,0.0555071
18,0.056797644,0.053370569,0.060335215,Pt,7,Abbott,Eales,1,0.0549585
19,0.056218295,0.0527483,0.059931994,Pt,7,Abbott,Eales,1,0.0537095
20,0.054910024,0.05133007,0.058715283,Pt,7,Abbott,Eales,1,0.0519268
21,0.052946924,0.049379518,0.056751867,Pt,7,Abbott,Eales,1,0.0497835
22,0.050472232,0.047150297,0.053759679,Pt,7,Abbott,Eales,1,0.0474432
23,0.047736944,0.044721905,0.050842791,Pt,7,Abbott,Eales,1,0.045051
24,0.044972458,0.042275596,0.047978637,Pt,7,Abbott,Eales,1,0.0427294
25,0.042365885,0.039659201,0.045445862,Pt,7,Abbott,Eales,1,0.0405745
26,0.040062606,0.03734399,0.043126688,Pt,7,Abbott,Eales,1,0.0386526
27,0.038118286,0.035515919,0.041061178,Pt,7,Abbott,Eales,1,0.0369965
28,0.03646883,0.034051232,0.039291042,Pt,7,Abbott,Eales,1,0.0356032
29,0.035047671,0.032681909,0.037806668,Pt,7,Abbott,Eales,1,0.0344344
30,0.033795845,0.031352002,0.036509158,Pt,7,Abbott,Eales,1,0.0334228
31,0.032660534,0.030224645,0.035410932,Pt,7,Abbott,Eales,1,0.0324836
32,0.031586318,0.029140892,0.034045953,Pt,7,Abbott,Eales,1,0.0315302
33,0.030509472,0.02814178,0.032895572,Pt,7,Abbott,Eales,1,0.0304903
34,0.029371742,0.026895919,0.031804707,Pt,7,Abbott,Eales,1,0.0293162
35,0.028121682,0.02565278,0.030611693,Pt,7,Abbott,Eales,1,0.0279898
36,0.026718176,0.024362557,0.029165836,Pt,7,Abbott,Eales,1,0.0265193
37,0.025166513,0.023006421,0.027258828,Pt,7,Abbott,Eales,1,0.0249328
38,0.02352474,0.021414389,0.025527716,Pt,7,Abbott,Eales,1,0.0232697
39,0.021847326,0.019996994,0.023781414,Pt,7,Abbott,Eales,1,0.0215731
40,0.020178741,0.018340131,0.022169975,Pt,7,Abbott,Eales,1,0.0198853
41,0.018554121,0.016833705,0.020421976,Pt,7,Abbott,Eales,1,0.0182437
42,0.017002556,0.015428964,0.018705582,Pt,7,Abbott,Eales,1,0.0166802
43,0.015547325,0.014052266,0.017230742,Pt,7,Abbott,Eales,1,0.0152203
44,0.014203222,0.012721477,0.015834396,Pt,7,Abbott,Eales,1,0.0138839
45,0.012977455,0.011517263,0.014511514,Pt,7,Abbott,Eales,1,0.0126853
46,0.011872318,0.010445448,0.013393501,Pt,7,Abbott,Eales,1,0.0116346
47,0.010897112,0.009631774,0.012257964,Pt,7,Abbott,Eales,1,0.010738
48,0.010066394,0.008902374,0.011331108,Pt,7,Abbott,Eales,1,0.00999859
49,0.009388115,0.008275917,0.010598249,Pt,7,Abbott,Eales,1,0.00941707
50,0.008866112,0.007772603,0.010079891,Pt,7,Abbott,Eales,1,0.00899236
51,0.008503423,0.00743906,0.009685872,Pt,7,Abbott,Eales,1,0.00872228
52,0.008296424,0.007246992,0.009397925,Pt,7,Abbott,Eales,1,0.00860415
53,0.008238108,0.007173324,0.009385215,Pt,7,Abbott,Eales,1,0.00863544
54,0.008328145,0.007306466,0.009479945,Pt,7,Abbott,Eales,1,0.00881415
55,0.008573265,0.007496613,0.009731687,Pt,7,Abbott,Eales,1,0.00913886
56,0.008987269,0.007850293,0.010186415,Pt,7,Abbott,Eales,1,0.00960818
57,0.009571501,0.008407122,0.010758666,Pt,7,Abbott,Eales,1,0.0102194
58,0.010310936,0.009030836,0.011587539,Pt,7,Abbott,Eales,1,0.0109665
59,0.011184544,0.009827398,0.012540715,Pt,7,Abbott,Eales,1,0.0118368
60,0.012159993,0.010701016,0.013695352,Pt,7,Abbott,Eales,1,0.0128089
61,0.013190621,0.011668102,0.014734156,Pt,7,Abbott,Eales,1,0.01385
62,0.014237066,0.01267548,0.015939836,Pt,7,Abbott,Eales,1,0.014917
63,0.015268866,0.013669038,0.016980829,Pt,7,Abbott,Eales,1,0.0159586
64,0.016248668,0.014505455,0.018145929,Pt,7,Abbott,Eales,1,0.016922
65,0.017131818,0.015345854,0.019123578,Pt,7,Abbott,Eales,1,0.0177597
66,0.017871185,0.015986784,0.019846315,Pt,7,Abbott,Eales,1,0.018436
67,0.018451784,0.016530207,0.0203175,Pt,7,Abbott,Eales,1,0.0189319
68,0.018886644,0.017035097,0.020783346,Pt,7,Abbott,Eales,1,0.0192453
69,0.019194654,0.017442577,0.021182896,Pt,7,Abbott,Eales,1,0.01939
70,0.019397767,0.017598969,0.021431706,Pt,7,Abbott,Eales,1,0.0193905
71,0.019518095,0.017740865,0.021603129,Pt,7,Abbott,Eales,1,0.0192784
72,0.019557473,0.017777541,0.02151569,Pt,7,Abbott,Eales,1,0.0190864
73,0.019505488,0.017732676,0.021447362,Pt,7,Abbott,Eales,1,0.018845
74,0.019351406,0.017592359,0.021355015,Pt,7,Abbott,Eales,1,0.0185785
75,0.019084522,0.017270995,0.02114641,Pt,7,Abbott,Eales,1,0.0183025
76,0.018698776,0.016910147,0.020691608,Pt,7,Abbott,Eales,1,0.0180225
77,0.018215893,0.016478814,0.020076615,Pt,7,Abbott,Eales,1,0.0177337
78,0.017669984,0.016040894,0.01957111,Pt,7,Abbott,Eales,1,0.017424
79,0.017091719,0.015477073,0.018991404,Pt,7,Abbott,Eales,1,0.017077
80,0.01650736,0.01487896,0.018339084,Pt,7,Abbott,Eales,1,0.0166768
81,0.015938868,0.014320594,0.017671912,Pt,7,Abbott,Eales,1,0.0162126
82,0.015400338,0.013866484,0.017052985,Pt,7,Abbott,Eales,1,0.015681
83,0.014901429,0.013376148,0.016381728,Pt,7,Abbott,Eales,1,0.0150866
84,0.014449259,0.012915447,0.015968417,Pt,7,Abbott,Eales,1,0.0144406
85,0.014048782,0.012608569,0.015594395,Pt,7,Abbott,Eales,1,0.0137591
86,0.013699606,0.012292495,0.015212666,Pt,7,Abbott,Eales,1,0.0130601
87,0.013373461,0.011999161,0.014796032,Pt,7,Abbott,Eales,1,0.0123618
88,0.013033567,0.011626249,0.014529905,Pt,7,Abbott,Eales,1,0.0116808
89,0.012645378,0.011249766,0.014268884,Pt,7,Abbott,Eales,1,0.0110313
90,0.012177582,0.010721256,0.013798806,Pt,7,Abbott,Eales,1,0.0104244
91,0.011613661,0.010193814,0.013232645,Pt,7,Abbott,Eales,1,0.00986855
92,0.010988158,0.009654732,0.012444932,Pt,7,Abbott,Eales,1,0.0093689
93,0.010346027,0.00904706,0.011727446,Pt,7,Abbott,Eales,1,0.00892825
94,0.009723374,0.008449575,0.011076124,Pt,7,Abbott,Eales,1,0.00854729
95,0.009147864,0.007874062,0.010457024,Pt,7,Abbott,Eales,1,0.00822519
96,0.008637393,0.007430054,0.009907383,Pt,7,Abbott,Eales,1,0.00796011
97,0.008190779,0.006937365,0.009478825,Pt,7,Abbott,Eales,1,0.00774953
98,0.007803009,0.006382053,0.009218213,Pt,7,Abbott,Eales,1,0.00759038
99,0.007470084,0.005928029,0.009235673,Pt,7,Abbott,Eales,1,0.00747901
100,0.007189291,0.005382407,0.009341827,Pt,7,Abbott,Eales,1,0.00741089
1,NA,NA,NA,rt,7,Abbott,Eales,1,0.00517092
2,0.017829654,-0.038564095,0.073219137,rt,7,Abbott,Eales,1,0.00762532
3,0.019153044,-0.029183842,0.062161285,rt,7,Abbott,Eales,1,0.0126667
4,0.02299106,-0.014469222,0.05976721,rt,7,Abbott,Eales,1,0.0205355
5,0.02933343,-0.000367805,0.060503396,rt,7,Abbott,Eales,1,0.0311788
6,0.038165679,0.0156871,0.060885642,rt,7,Abbott,Eales,1,0.0440728
7,0.048509965,0.027521923,0.068208487,rt,7,Abbott,Eales,1,0.0580787
8,0.057062414,0.033052103,0.079192065,rt,7,Abbott,Eales,1,0.0714526
9,0.063121471,0.037210692,0.086930643,rt,7,Abbott,Eales,1,0.0821143
10,0.066704143,0.043571289,0.090600976,rt,7,Abbott,Eales,1,0.088148
11,0.067834693,0.048643707,0.086211168,rt,7,Abbott,Eales,1,0.0883375
12,0.066431918,0.0495102,0.083966508,rt,7,Abbott,Eales,1,0.0824825
13,0.062204659,0.042555614,0.082541195,rt,7,Abbott,Eales,1,0.0713671
14,0.055130316,0.034311765,0.07665595,rt,7,Abbott,Eales,1,0.0564509
15,0.045243216,0.026214645,0.065216783,rt,7,Abbott,Eales,1,0.0394439
16,0.032565991,0.017087263,0.049981401,rt,7,Abbott,Eales,1,0.021943
17,0.017948604,0.001473942,0.035226835,rt,7,Abbott,Eales,1,0.00520398
18,0.003558639,-0.016605983,0.023457455,rt,7,Abbott,Eales,1,-0.00993126
19,-0.010289496,-0.031149713,0.011324614,rt,7,Abbott,Eales,1,-0.0229891
20,-0.023623845,-0.0426473,-0.004152689,rt,7,Abbott,Eales,1,-0.0337543
21,-0.036463832,-0.052002796,-0.02088935,rt,7,Abbott,Eales,1,-0.042151
22,-0.047883788,-0.065608702,-0.031350078,rt,7,Abbott,Eales,1,-0.0481522
23,-0.055764001,-0.076099298,-0.035128858,rt,7,Abbott,Eales,1,-0.0517376
24,-0.05977512,-0.082022665,-0.037458248,rt,7,Abbott,Eales,1,-0.0529074
25,-0.059867824,-0.079465122,-0.040118474,rt,7,Abbott,Eales,1,-0.0517474
26,-0.056013234,-0.072126902,-0.039676141,rt,7,Abbott,Eales,1,-0.0485266
27,-0.049779073,-0.066860018,-0.032897114,rt,7,Abbott,Eales,1,-0.0437906
28,-0.044260762,-0.065224827,-0.022200142,rt,7,Abbott,Eales,1,-0.0383879
29,-0.039824205,-0.062067268,-0.016153535,rt,7,Abbott,Eales,1,-0.0333781
30,-0.036476771,-0.056665257,-0.014078345,rt,7,Abbott,Eales,1,-0.0298183
31,-0.034229806,-0.052348156,-0.016011575,rt,7,Abbott,Eales,1,-0.0285046
32,-0.033441401,-0.054468626,-0.012615008,rt,7,Abbott,Eales,1,-0.0297872
33,-0.034712642,-0.058249829,-0.009133097,rt,7,Abbott,Eales,1,-0.0335384
34,-0.038107755,-0.062728496,-0.013051638,rt,7,Abbott,Eales,1,-0.0392664
35,-0.043634324,-0.064742469,-0.022223282,rt,7,Abbott,Eales,1,-0.0463012
36,-0.051280907,-0.069380957,-0.032460496,rt,7,Abbott,Eales,1,-0.0539664
37,-0.0598389,-0.080905798,-0.038459027,rt,7,Abbott,Eales,1,-0.0616885
38,-0.067496413,-0.092800925,-0.041957794,rt,7,Abbott,Eales,1,-0.0690353
39,-0.074097291,-0.100470717,-0.046863569,rt,7,Abbott,Eales,1,-0.0757016
40,-0.07963082,-0.104179109,-0.053914326,rt,7,Abbott,Eales,1,-0.0814687
41,-0.084087087,-0.107055845,-0.061417778,rt,7,Abbott,Eales,1,-0.0861591
42,-0.087433323,-0.112661055,-0.063397985,rt,7,Abbott,Eales,1,-0.0895984
43,-0.089628116,-0.117609635,-0.061544535,rt,7,Abbott,Eales,1,-0.0915905
44,-0.090660521,-0.118050524,-0.062455373,rt,7,Abbott,Eales,1,-0.0919054
45,-0.090523453,-0.115120195,-0.06414721,rt,7,Abbott,Eales,1,-0.0902842
46,-0.089183871,-0.113436706,-0.065995707,rt,7,Abbott,Eales,1,-0.0864593
47,-0.085797947,-0.114162024,-0.058390855,rt,7,Abbott,Eales,1,-0.0801947
48,-0.079401088,-0.111921001,-0.05049112,rt,7,Abbott,Eales,1,-0.0713446
49,-0.069934662,-0.102739785,-0.0403565,rt,7,Abbott,Eales,1,-0.0599201
50,-0.057395559,-0.0857016,-0.030793096,rt,7,Abbott,Eales,1,-0.0461484
51,-0.041842315,-0.068931043,-0.016296627,rt,7,Abbott,Eales,1,-0.0304954
52,-0.024608431,-0.055356778,0.001622281,rt,7,Abbott,Eales,1,-0.0136358
53,-0.007029631,-0.040593046,0.023519166,rt,7,Abbott,Eales,1,0.00363028
54,0.010829309,-0.021276166,0.041660343,rt,7,Abbott,Eales,1,0.0204838
55,0.028961019,0.000501012,0.056808289,rt,7,Abbott,Eales,1,0.0361772
56,0.04722219,0.021824643,0.074297261,rt,7,Abbott,Eales,1,0.0500796
57,0.063135333,0.035476893,0.094554986,rt,7,Abbott,Eales,1,0.0616766
58,0.074533503,0.045528775,0.108843821,rt,7,Abbott,Eales,1,0.0705503
59,0.081350449,0.052945201,0.116250972,rt,7,Abbott,Eales,1,0.0763715
60,0.083599417,0.057388028,0.114266409,rt,7,Abbott,Eales,1,0.0789232
