t,mean,lower,upper,variable,model,simulation,iter
46,0.099935208,0.094228064,0.106238247,Pt,Steyn,Abbott,4
47,0.089794577,0.084430705,0.095574454,Pt,Steyn,Abbott,4
48,0.081171116,0.076141581,0.086547941,Pt,Steyn,Abbott,4
49,0.073743401,0.068948344,0.078166464,Pt,Steyn,Abbott,4
50,0.067468384,0.06269596,0.071785953,Pt,Steyn,Abbott,4
51,0.062015402,0.057853457,0.066342061,Pt,Steyn,Abbott,4
52,0.057307573,0.053314937,0.061715362,Pt,Steyn,Abbott,4
53,0.053456926,0.049692756,0.058099471,Pt,Steyn,Abbott,4
54,0.05035754,0.046683721,0.054783855,Pt,Steyn,Abbott,4
55,0.047935055,0.044113228,0.051922829,Pt,Steyn,Abbott,4
56,0.046068459,0.042317048,0.049883054,Pt,Steyn,Abbott,4
57,0.044794423,0.041015686,0.048377018,Pt,Steyn,Abbott,4
58,0.044016462,0.040433574,0.04762504,Pt,Steyn,Abbott,4
59,0.043658681,0.040187891,0.047247848,Pt,Steyn,Abbott,4
60,0.043521071,0.039833774,0.047408646,Pt,Steyn,Abbott,4
61,0.043325052,0.039634862,0.04734993,Pt,Steyn,Abbott,4
62,0.043058299,0.039339114,0.047084053,Pt,Steyn,Abbott,4
63,0.042749427,0.039158334,0.046296513,Pt,Steyn,Abbott,4
64,0.042486966,0.038658909,0.046161998,Pt,Steyn,Abbott,4
65,0.042229917,0.038553497,0.045911018,Pt,Steyn,Abbott,4
66,0.041837103,0.038319147,0.0454173,Pt,Steyn,Abbott,4
67,0.041412761,0.037943938,0.044738554,Pt,Steyn,Abbott,4
68,0.04098932,0.03763133,0.044439739,Pt,Steyn,Abbott,4
69,0.040554087,0.037298756,0.044006225,Pt,Steyn,Abbott,4
70,0.040034504,0.036676624,0.043570333,Pt,Steyn,Abbott,4
71,0.039377424,0.035897235,0.043043482,Pt,Steyn,Abbott,4
72,0.038624522,0.035042254,0.042190591,Pt,Steyn,Abbott,4
73,0.037768574,0.034435293,0.041297112,Pt,Steyn,Abbott,4
74,0.036699037,0.033345074,0.040159768,Pt,Steyn,Abbott,4
75,0.0354087,0.032226567,0.038530685,Pt,Steyn,Abbott,4
76,0.033979121,0.030923439,0.037168944,Pt,Steyn,Abbott,4
77,0.032485205,0.029401179,0.035661913,Pt,Steyn,Abbott,4
78,0.030929238,0.027914356,0.03391076,Pt,Steyn,Abbott,4
79,0.029183885,0.026216185,0.032212308,Pt,Steyn,Abbott,4
80,0.027391114,0.024589223,0.03021851,Pt,Steyn,Abbott,4
81,0.025677995,0.023072947,0.028161029,Pt,Steyn,Abbott,4
82,0.024116011,0.02154899,0.026521364,Pt,Steyn,Abbott,4
83,0.02279648,0.020305621,0.025290739,Pt,Steyn,Abbott,4
84,0.02172338,0.019341253,0.024214281,Pt,Steyn,Abbott,4
85,0.0209149,0.018594975,0.023373437,Pt,Steyn,Abbott,4
86,0.020372338,0.018135184,0.022879065,Pt,Steyn,Abbott,4
87,0.020119422,0.0178892,0.022636725,Pt,Steyn,Abbott,4
88,0.020112354,0.017953178,0.022543457,Pt,Steyn,Abbott,4
89,0.020312492,0.018151359,0.022687028,Pt,Steyn,Abbott,4
90,0.020678732,0.018518317,0.023027736,Pt,Steyn,Abbott,4
91,0.021172356,0.018930406,0.023582033,Pt,Steyn,Abbott,4
92,0.021751774,0.019446803,0.024337451,Pt,Steyn,Abbott,4
93,0.022299473,0.019909837,0.024911514,Pt,Steyn,Abbott,4
94,0.022812154,0.020385779,0.025446915,Pt,Steyn,Abbott,4
95,0.02326559,0.020828301,0.025906127,Pt,Steyn,Abbott,4
96,0.023717349,0.021255289,0.026343749,Pt,Steyn,Abbott,4
97,0.024214695,0.021622096,0.026945571,Pt,Steyn,Abbott,4
98,0.024772214,0.021910522,0.027742737,Pt,Steyn,Abbott,4
99,0.025398889,0.021977549,0.029001775,Pt,Steyn,Abbott,4
100,0.02612429,0.021704767,0.030913291,Pt,Steyn,Abbott,4
1,265.93151,212,326,nPos,Steyn,Abbott,4
2,289.74163,235,349,nPos,Steyn,Abbott,4
3,317.29119,261,379,nPos,Steyn,Abbott,4
4,349.9049,290,414,nPos,Steyn,Abbott,4
5,386.41159,323,454,nPos,Steyn,Abbott,4
6,427.65151,362,497,nPos,Steyn,Abbott,4
7,470.31535,401,542,nPos,Steyn,Abbott,4
8,512.63823,440,588,nPos,Steyn,Abbott,4
9,552.97093,477,631,nPos,Steyn,Abbott,4
10,589.48185,511,671,nPos,Steyn,Abbott,4
11,619.1564,540,703,nPos,Steyn,Abbott,4
12,644.1818,564,729,nPos,Steyn,Abbott,4
13,664.96596,584,750,nPos,Steyn,Abbott,4
14,682.93977,600,770,nPos,Steyn,Abbott,4
15,702.79039,619,791,nPos,Steyn,Abbott,4
16,727.26716,643,816,nPos,Steyn,Abbott,4
17,754.39793,669,844,nPos,Steyn,Abbott,4
18,786.29386,699,877.025,nPos,Steyn,Abbott,4
19,822.31545,733,915,nPos,Steyn,Abbott,4
20,863.90372,773,959,nPos,Steyn,Abbott,4
21,914.91052,822,1012,nPos,Steyn,Abbott,4
22,976.44665,880,1077,nPos,Steyn,Abbott,4
23,1051.41205,951,1154,nPos,Steyn,Abbott,4
24,1125.93699,1023,1230,nPos,Steyn,Abbott,4
25,1201.80743,1096,1309,nPos,Steyn,Abbott,4
26,1282.24641,1175,1393,nPos,Steyn,Abbott,4
27,1357.41919,1247,1470,nPos,Steyn,Abbott,4
28,1421.97004,1310,1537,nPos,Steyn,Abbott,4
29,1479.5256,1366,1596,nPos,Steyn,Abbott,4
30,1526.85297,1411,1645,nPos,Steyn,Abbott,4
31,1534.99508,1418,1653,nPos,Steyn,Abbott,4
32,1505.37558,1390,1623,nPos,Steyn,Abbott,4
33,1451.98144,1339,1568,nPos,Steyn,Abbott,4
34,1381.14912,1270,1496.025,nPos,Steyn,Abbott,4
35,1310.59186,1202,1424,nPos,Steyn,Abbott,4
36,1242.17698,1136,1351,nPos,Steyn,Abbott,4
37,1178.54187,1074,1286,nPos,Steyn,Abbott,4
38,1104.82154,1003,1209,nPos,Steyn,Abbott,4
39,1027.42933,927,1128,nPos,Steyn,Abbott,4
40,949.79264,853,1048,nPos,Steyn,Abbott,4
41,869.92058,778,965,nPos,Steyn,Abbott,4
42,785.66359,698,875,nPos,Steyn,Abbott,4
43,702.30324,619,789,nPos,Steyn,Abbott,4
44,625.70597,547,709,nPos,Steyn,Abbott,4
45,558.56225,484,638,nPos,Steyn,Abbott,4
46,499.62853,428,576,nPos,Steyn,Abbott,4
47,449.14281,381,521,nPos,Steyn,Abbott,4
48,405.98742,342,474,nPos,Steyn,Abbott,4
49,368.69283,308,433,nPos,Steyn,Abbott,4
50,337.1253,279,399,nPos,Steyn,Abbott,4
51,310.06508,254,370,nPos,Steyn,Abbott,4
52,286.41278,232,345,nPos,Steyn,Abbott,4
53,267.21621,215,324,nPos,Steyn,Abbott,4
54,251.73877,201,307,nPos,Steyn,Abbott,4
55,239.65054,190,293,nPos,Steyn,Abbott,4
56,230.43146,182,283,nPos,Steyn,Abbott,4
57,223.98527,176.975,276,nPos,Steyn,Abbott,4
58,220.13403,173,271,nPos,Steyn,Abbott,4
59,218.32535,171,270,nPos,Steyn,Abbott,4
60,217.6952,170,269,nPos,Steyn,Abbott,4
61,216.63756,169,268,nPos,Steyn,Abbott,4
62,215.24967,169,266,nPos,Steyn,Abbott,4
63,213.68921,167,264,nPos,Steyn,Abbott,4
64,212.33548,166,263,nPos,Steyn,Abbott,4
65,211.14969,165,262,nPos,Steyn,Abbott,4
66,209.24564,163,260,nPos,Steyn,Abbott,4
67,207.05734,161,257,nPos,Steyn,Abbott,4
68,205.12579,159,255,nPos,Steyn,Abbott,4
69,202.769,158,252,nPos,Steyn,Abbott,4
70,200.15329,155,250,nPos,Steyn,Abbott,4
71,196.82483,152,246,nPos,Steyn,Abbott,4
72,193.1342,149,241,nPos,Steyn,Abbott,4
73,188.93512,146,237,nPos,Steyn,Abbott,4
74,183.49774,141,231,nPos,Steyn,Abbott,4
75,177.05578,135,223,nPos,Steyn,Abbott,4
76,169.89279,128,216,nPos,Steyn,Abbott,4
77,162.3489,122,207,nPos,Steyn,Abbott,4
78,154.59563,115,198,nPos,Steyn,Abbott,4
79,145.86643,107,188,nPos,Steyn,Abbott,4
80,136.97549,100,178,nPos,Steyn,Abbott,4
81,128.40202,93,168,nPos,Steyn,Abbott,4
82,120.65558,86,159,nPos,Steyn,Abbott,4
83,114.00741,81,152,nPos,Steyn,Abbott,4
84,108.6429,76,146,nPos,Steyn,Abbott,4
85,104.55856,73,141,nPos,Steyn,Abbott,4
86,101.80258,70,138,nPos,Steyn,Abbott,4
87,100.57501,70,136,nPos,Steyn,Abbott,4
88,100.60226,70,136,nPos,Steyn,Abbott,4
89,101.43869,70,137,nPos,Steyn,Abbott,4
90,103.34403,72,139,nPos,Steyn,Abbott,4
91,105.83276,74,142,nPos,Steyn,Abbott,4
92,108.73683,76,146,nPos,Steyn,Abbott,4
93,111.43846,78,149,nPos,Steyn,Abbott,4
94,113.93433,80,151,nPos,Steyn,Abbott,4
95,116.37383,82,154,nPos,Steyn,Abbott,4
96,118.57194,85,157,nPos,Steyn,Abbott,4
97,121.08787,87,160,nPos,Steyn,Abbott,4
98,123.83117,88,164,nPos,Steyn,Abbott,4
99,126.99283,90,169,nPos,Steyn,Abbott,4
100,130.54528,91,176,nPos,Steyn,Abbott,4
1,0.053186302,0.0424,0.0652,Obs positivity,Steyn,Abbott,4
2,0.057948326,0.047,0.0698,Obs positivity,Steyn,Abbott,4
3,0.063458238,0.0522,0.0758,Obs positivity,Steyn,Abbott,4
4,0.06998098,0.058,0.0828,Obs positivity,Steyn,Abbott,4
5,0.077282318,0.0646,0.0908,Obs positivity,Steyn,Abbott,4
6,0.085530302,0.0724,0.0994,Obs positivity,Steyn,Abbott,4
7,0.09406307,0.0802,0.1084,Obs positivity,Steyn,Abbott,4
8,0.102527646,0.088,0.1176,Obs positivity,Steyn,Abbott,4
9,0.110594186,0.0954,0.1262,Obs positivity,Steyn,Abbott,4
10,0.11789637,0.1022,0.1342,Obs positivity,Steyn,Abbott,4
11,0.12383128,0.108,0.1406,Obs positivity,Steyn,Abbott,4
12,0.12883636,0.1128,0.1458,Obs positivity,Steyn,Abbott,4
13,0.132993192,0.1168,0.15,Obs positivity,Steyn,Abbott,4
14,0.136587954,0.12,0.154,Obs positivity,Steyn,Abbott,4
15,0.140558078,0.1238,0.1582,Obs positivity,Steyn,Abbott,4
16,0.145453432,0.1286,0.1632,Obs positivity,Steyn,Abbott,4
17,0.150879586,0.1338,0.1688,Obs positivity,Steyn,Abbott,4
18,0.157258772,0.1398,0.175405,Obs positivity,Steyn,Abbott,4
19,0.16446309,0.1466,0.183,Obs positivity,Steyn,Abbott,4
20,0.172780744,0.1546,0.1918,Obs positivity,Steyn,Abbott,4
21,0.182982104,0.1644,0.2024,Obs positivity,Steyn,Abbott,4
22,0.19528933,0.176,0.2154,Obs positivity,Steyn,Abbott,4
23,0.21028241,0.1902,0.2308,Obs positivity,Steyn,Abbott,4
24,0.225187398,0.2046,0.246,Obs positivity,Steyn,Abbott,4
25,0.240361486,0.2192,0.2618,Obs positivity,Steyn,Abbott,4
26,0.256449282,0.235,0.2786,Obs positivity,Steyn,Abbott,4
27,0.271483838,0.2494,0.294,Obs positivity,Steyn,Abbott,4
28,0.284394008,0.262,0.3074,Obs positivity,Steyn,Abbott,4
29,0.29590512,0.2732,0.3192,Obs positivity,Steyn,Abbott,4
30,0.305370594,0.2822,0.329,Obs positivity,Steyn,Abbott,4
31,0.306999016,0.2836,0.3306,Obs positivity,Steyn,Abbott,4
32,0.301075116,0.278,0.3246,Obs positivity,Steyn,Abbott,4
33,0.290396288,0.2678,0.3136,Obs positivity,Steyn,Abbott,4
34,0.276229824,0.254,0.299205,Obs positivity,Steyn,Abbott,4
35,0.262118372,0.2404,0.2848,Obs positivity,Steyn,Abbott,4
36,0.248435396,0.2272,0.2702,Obs positivity,Steyn,Abbott,4
37,0.235708374,0.2148,0.2572,Obs positivity,Steyn,Abbott,4
38,0.220964308,0.2006,0.2418,Obs positivity,Steyn,Abbott,4
39,0.205485866,0.1854,0.2256,Obs positivity,Steyn,Abbott,4
40,0.189958528,0.1706,0.2096,Obs positivity,Steyn,Abbott,4
41,0.173984116,0.1556,0.193,Obs positivity,Steyn,Abbott,4
42,0.157132718,0.1396,0.175,Obs positivity,Steyn,Abbott,4
43,0.140460648,0.1238,0.1578,Obs positivity,Steyn,Abbott,4
44,0.125141194,0.1094,0.1418,Obs positivity,Steyn,Abbott,4
45,0.11171245,0.0968,0.1276,Obs positivity,Steyn,Abbott,4
46,0.099925706,0.0856,0.1152,Obs positivity,Steyn,Abbott,4
47,0.089828562,0.0762,0.1042,Obs positivity,Steyn,Abbott,4
48,0.081197484,0.0684,0.0948,Obs positivity,Steyn,Abbott,4
49,0.073738566,0.0616,0.0866,Obs positivity,Steyn,Abbott,4
50,0.06742506,0.0558,0.0798,Obs positivity,Steyn,Abbott,4
51,0.062013016,0.0508,0.074,Obs positivity,Steyn,Abbott,4
52,0.057282556,0.0464,0.069,Obs positivity,Steyn,Abbott,4
53,0.053443242,0.043,0.0648,Obs positivity,Steyn,Abbott,4
54,0.050347754,0.0402,0.0614,Obs positivity,Steyn,Abbott,4
55,0.047930108,0.038,0.0586,Obs positivity,Steyn,Abbott,4
56,0.046086292,0.0364,0.0566,Obs positivity,Steyn,Abbott,4
57,0.044797054,0.035395,0.0552,Obs positivity,Steyn,Abbott,4
58,0.044026806,0.0346,0.0542,Obs positivity,Steyn,Abbott,4
59,0.04366507,0.0342,0.054,Obs positivity,Steyn,Abbott,4
60,0.04353904,0.034,0.0538,Obs positivity,Steyn,Abbott,4
61,0.043327512,0.0338,0.0536,Obs positivity,Steyn,Abbott,4
62,0.043049934,0.0338,0.0532,Obs positivity,Steyn,Abbott,4
63,0.042737842,0.0334,0.0528,Obs positivity,Steyn,Abbott,4
64,0.042467096,0.0332,0.0526,Obs positivity,Steyn,Abbott,4
65,0.042229938,0.033,0.0524,Obs positivity,Steyn,Abbott,4
66,0.041849128,0.0326,0.052,Obs positivity,Steyn,Abbott,4
67,0.041411468,0.0322,0.0514,Obs positivity,Steyn,Abbott,4
68,0.041025158,0.0318,0.051,Obs positivity,Steyn,Abbott,4
69,0.0405538,0.0316,0.0504,Obs positivity,Steyn,Abbott,4
70,0.040030658,0.031,0.05,Obs positivity,Steyn,Abbott,4
71,0.039364966,0.0304,0.0492,Obs positivity,Steyn,Abbott,4
72,0.03862684,0.0298,0.0482,Obs positivity,Steyn,Abbott,4
73,0.037787024,0.0292,0.0474,Obs positivity,Steyn,Abbott,4
74,0.036699548,0.0282,0.0462,Obs positivity,Steyn,Abbott,4
75,0.035411156,0.027,0.0446,Obs positivity,Steyn,Abbott,4
76,0.033978558,0.0256,0.0432,Obs positivity,Steyn,Abbott,4
77,0.03246978,0.0244,0.0414,Obs positivity,Steyn,Abbott,4
78,0.030919126,0.023,0.0396,Obs positivity,Steyn,Abbott,4
79,0.029173286,0.0214,0.0376,Obs positivity,Steyn,Abbott,4
80,0.027395098,0.02,0.0356,Obs positivity,Steyn,Abbott,4
81,0.025680404,0.0186,0.0336,Obs positivity,Steyn,Abbott,4
82,0.024131116,0.0172,0.0318,Obs positivity,Steyn,Abbott,4
83,0.022801482,0.0162,0.0304,Obs positivity,Steyn,Abbott,4
84,0.02172858,0.0152,0.0292,Obs positivity,Steyn,Abbott,4
85,0.020911712,0.0146,0.0282,Obs positivity,Steyn,Abbott,4
86,0.020360516,0.014,0.0276,Obs positivity,Steyn,Abbott,4
87,0.020115002,0.014,0.0272,Obs positivity,Steyn,Abbott,4
88,0.020120452,0.014,0.0272,Obs positivity,Steyn,Abbott,4
89,0.020287738,0.014,0.0274,Obs positivity,Steyn,Abbott,4
90,0.020668806,0.0144,0.0278,Obs positivity,Steyn,Abbott,4
91,0.021166552,0.0148,0.0284,Obs positivity,Steyn,Abbott,4
92,0.021747366,0.0152,0.0292,Obs positivity,Steyn,Abbott,4
93,0.022287692,0.0156,0.0298,Obs positivity,Steyn,Abbott,4
94,0.022786866,0.016,0.0302,Obs positivity,Steyn,Abbott,4
95,0.023274766,0.0164,0.0308,Obs positivity,Steyn,Abbott,4
96,0.023714388,0.017,0.0314,Obs positivity,Steyn,Abbott,4
97,0.024217574,0.0174,0.032,Obs positivity,Steyn,Abbott,4
98,0.024766234,0.0176,0.0328,Obs positivity,Steyn,Abbott,4
99,0.025398566,0.018,0.0338,Obs positivity,Steyn,Abbott,4
100,0.026109056,0.0182,0.0352,Obs positivity,Steyn,Abbott,4
1,0.048010771,-0.012946973,0.108230254,rt,Steyn,Abbott,5
2,0.048237547,0.000262179,0.100257989,rt,Steyn,Abbott,5
3,0.044692597,0.004684635,0.084392424,rt,Steyn,Abbott,5
4,0.037384202,-1.70E-05,0.072321068,rt,Steyn,Abbott,5
5,0.03115635,0.002369195,0.063896949,rt,Steyn,Abbott,5
6,0.024705787,-0.005860926,0.052616473,rt,Steyn,Abbott,5
7,0.017983722,-0.011392259,0.049301827,rt,Steyn,Abbott,5
8,0.012419505,-0.017301111,0.04093148,rt,Steyn,Abbott,5
9,0.010143872,-0.020986713,0.038007233,rt,Steyn,Abbott,5
10,0.008794827,-0.019899928,0.039605916,rt,Steyn,Abbott,5
11,0.007208586,-0.023341151,0.03544161,rt,Steyn,Abbott,5
12,0.008919309,-0.021722604,0.036695748,rt,Steyn,Abbott,5
13,0.008699306,-0.021552542,0.039169868,rt,Steyn,Abbott,5
14,0.012418177,-0.01835211,0.040799979,rt,Steyn,Abbott,5
15,0.019104044,-0.013083328,0.049293137,rt,Steyn,Abbott,5
16,0.029389855,-0.000607857,0.058448199,rt,Steyn,Abbott,5
17,0.038265304,0.006132198,0.07093351,rt,Steyn,Abbott,5
18,0.044433781,0.013955092,0.076965797,rt,Steyn,Abbott,5
19,0.049561222,0.019591876,0.080774291,rt,Steyn,Abbott,5
20,0.054613239,0.026919945,0.083185826,rt,Steyn,Abbott,5
21,0.056178694,0.028817478,0.084923007,rt,Steyn,Abbott,5
22,0.05334585,0.023168471,0.0799946,rt,Steyn,Abbott,5
23,0.051113343,0.024051012,0.076268264,rt,Steyn,Abbott,5
24,0.050661553,0.021824846,0.077590207,rt,Steyn,Abbott,5
25,0.052356589,0.025508255,0.080449799,rt,Steyn,Abbott,5
26,0.050174256,0.023985832,0.079927886,rt,Steyn,Abbott,5
27,0.04907381,0.022467918,0.075334749,rt,Steyn,Abbott,5
28,0.049869189,0.022667678,0.075504047,rt,Steyn,Abbott,5
29,0.049989303,0.023585335,0.077371695,rt,Steyn,Abbott,5
30,0.047142826,0.019621157,0.07435077,rt,Steyn,Abbott,5
31,0.045775839,0.019900735,0.071001991,rt,Steyn,Abbott,5
32,0.046075057,0.017356844,0.072793336,rt,Steyn,Abbott,5
33,0.050004991,0.023021215,0.077151485,rt,Steyn,Abbott,5
34,0.054371646,0.025882019,0.080191091,rt,Steyn,Abbott,5
35,0.055536574,0.026960693,0.081886032,rt,Steyn,Abbott,5
36,0.056199247,0.030170991,0.083432136,rt,Steyn,Abbott,5
37,0.054479333,0.028599172,0.083847061,rt,Steyn,Abbott,5
38,0.052136335,0.026690393,0.080189198,rt,Steyn,Abbott,5
39,0.042657457,0.018512713,0.068086612,rt,Steyn,Abbott,5
40,0.026525861,0.001885474,0.051324321,rt,Steyn,Abbott,5
41,0.008822319,-0.017268268,0.033796347,rt,Steyn,Abbott,5
42,-0.00297564,-0.03326107,0.021347738,rt,Steyn,Abbott,5
43,-0.012476845,-0.038217559,0.010474157,rt,Steyn,Abbott,5
44,-0.022041597,-0.049331428,0.00100067,rt,Steyn,Abbott,5
45,-0.024989937,-0.050704393,-0.000452815,rt,Steyn,Abbott,5
46,-0.024728037,-0.048878086,0.003016521,rt,Steyn,Abbott,5
47,-0.026588002,-0.049624862,0.00166266,rt,Steyn,Abbott,5
48,-0.031078829,-0.05334837,-0.005473917,rt,Steyn,Abbott,5
49,-0.039372217,-0.062544144,-0.014022828,rt,Steyn,Abbott,5
50,-0.045724667,-0.072407403,-0.018907143,rt,Steyn,Abbott,5
51,-0.044949922,-0.07243841,-0.019665578,rt,Steyn,Abbott,5
52,-0.039263134,-0.068796823,-0.01507003,rt,Steyn,Abbott,5
53,-0.031224658,-0.056520179,-0.007310519,rt,Steyn,Abbott,5
54,-0.02513652,-0.049785882,0.000648081,rt,Steyn,Abbott,5
55,-0.019788772,-0.045213019,0.005827805,rt,Steyn,Abbott,5
56,-0.014528794,-0.042521031,0.010255799,rt,Steyn,Abbott,5
57,-0.011629967,-0.039231165,0.013266009,rt,Steyn,Abbott,5
58,-0.013219907,-0.038648739,0.012203665,rt,Steyn,Abbott,5
59,-0.012900578,-0.042217409,0.015524186,rt,Steyn,Abbott,5
60,-0.009791712,-0.035891692,0.016807837,rt,Steyn,Abbott,5
61,-0.007118403,-0.03523923,0.021220784,rt,Steyn,Abbott,5
62,-0.005539424,-0.034236713,0.022296654,rt,Steyn,Abbott,5
63,-0.0016516,-0.029023702,0.025083302,rt,Steyn,Abbott,5
64,0.003190447,-0.023308399,0.029042219,rt,Steyn,Abbott,5
65,0.008488192,-0.017316906,0.031780234,rt,Steyn,Abbott,5
66,0.012165023,-0.014719027,0.037058567,rt,Steyn,Abbott,5
67,0.019229271,-0.009893246,0.04659056,rt,Steyn,Abbott,5
68,0.03171069,0.00557132,0.058005573,rt,Steyn,Abbott,5
69,0.043008638,0.017807059,0.068625252,rt,Steyn,Abbott,5
70,0.05342545,0.028514115,0.07883313,rt,Steyn,Abbott,5
71,0.060993171,0.035479407,0.085103284,rt,Steyn,Abbott,5
72,0.066984409,0.03859874,0.092153303,rt,Steyn,Abbott,5
73,0.074010494,0.050290343,0.103889603,rt,Steyn,Abbott,5
74,0.074219381,0.048377323,0.102648102,rt,Steyn,Abbott,5
75,0.067499388,0.041897146,0.094112928,rt,Steyn,Abbott,5
76,0.062434199,0.037835065,0.086539636,rt,Steyn,Abbott,5
77,0.059290091,0.035512837,0.085395433,rt,Steyn,Abbott,5
78,0.049435438,0.026021946,0.074696957,rt,Steyn,Abbott,5
79,0.038810899,0.015093876,0.062418865,rt,Steyn,Abbott,5
80,0.025440799,-8.32E-05,0.050307682,rt,Steyn,Abbott,5
81,0.012887054,-0.011106059,0.036316499,rt,Steyn,Abbott,5
82,-0.001967979,-0.026986037,0.02243546,rt,Steyn,Abbott,5
83,-0.008557173,-0.033924629,0.015107606,rt,Steyn,Abbott,5
84,-0.011630107,-0.035723013,0.011368965,rt,Steyn,Abbott,5
85,-0.014895079,-0.03790965,0.007631261,rt,Steyn,Abbott,5
86,-0.013049467,-0.037454136,0.010557805,rt,Steyn,Abbott,5
87,-0.009288498,-0.033036226,0.016522549,rt,Steyn,Abbott,5
88,-0.012928285,-0.035796113,0.010692692,rt,Steyn,Abbott,5
89,-0.015639136,-0.041210567,0.008737285,rt,Steyn,Abbott,5
90,-0.01534502,-0.040273507,0.00938671,rt,Steyn,Abbott,5
91,-0.014650149,-0.039850336,0.009021206,rt,Steyn,Abbott,5
92,-0.006350154,-0.030100321,0.015782385,rt,Steyn,Abbott,5
93,0.003649688,-0.020056966,0.027689036,rt,Steyn,Abbott,5
94,0.007615345,-0.016164548,0.031843712,rt,Steyn,Abbott,5
95,0.013060473,-0.010965291,0.037557237,rt,Steyn,Abbott,5
96,0.019390981,-0.004191589,0.04465701,rt,Steyn,Abbott,5
97,0.021123715,-0.002135256,0.046363737,rt,Steyn,Abbott,5
98,0.017648314,-0.00729179,0.042673043,rt,Steyn,Abbott,5
99,0.012653531,-0.016991881,0.041270059,rt,Steyn,Abbott,5
100,0.005749717,-0.034229928,0.042686668,rt,Steyn,Abbott,5
1,0.032952155,0.029236179,0.037063613,Pt,Steyn,Abbott,5
2,0.0345785,0.031594583,0.037722069,Pt,Steyn,Abbott,5
3,0.03616464,0.033302997,0.039137294,Pt,Steyn,Abbott,5
4,0.037553228,0.034776458,0.040475157,Pt,Steyn,Abbott,5
5,0.038764968,0.035882853,0.041917381,Pt,Steyn,Abbott,5
6,0.039742917,0.036875543,0.043160172,Pt,Steyn,Abbott,5
7,0.04044435,0.037316043,0.04357055,Pt,Steyn,Abbott,5
8,0.040914576,0.037623379,0.044196383,Pt,Steyn,Abbott,5
9,0.041333262,0.03790921,0.044558617,Pt,Steyn,Abbott,5
10,0.041706951,0.03832649,0.044787849,Pt,Steyn,Abbott,5
11,0.04202077,0.038870828,0.045238998,Pt,Steyn,Abbott,5
12,0.042397106,0.039209136,0.045608006,Pt,Steyn,Abbott,5
13,0.042746824,0.040029466,0.045827893,Pt,Steyn,Abbott,5
14,0.043269534,0.040685979,0.046524636,Pt,Steyn,Abbott,5
15,0.044114099,0.04106834,0.047517083,Pt,Steyn,Abbott,5
16,0.045426063,0.042358651,0.049003905,Pt,Steyn,Abbott,5
17,0.047189613,0.044029288,0.051159206,Pt,Steyn,Abbott,5
18,0.0493139,0.046015498,0.05304846,Pt,Steyn,Abbott,5
19,0.051810455,0.048334597,0.055693495,Pt,Steyn,Abbott,5
20,0.054736945,0.051091143,0.058416381,Pt,Steyn,Abbott,5
21,0.057923516,0.054334392,0.061732528,Pt,Steyn,Abbott,5
22,0.061140312,0.056946803,0.065142887,Pt,Steyn,Abbott,5
23,0.064360001,0.060417748,0.068294982,Pt,Steyn,Abbott,5
24,0.067763191,0.063607341,0.072302304,Pt,Steyn,Abbott,5
25,0.071426523,0.067006469,0.075546221,Pt,Steyn,Abbott,5
26,0.075079473,0.070629769,0.079182535,Pt,Steyn,Abbott,5
27,0.078830778,0.074563091,0.082860169,Pt,Steyn,Abbott,5
28,0.082840755,0.078553,0.086988671,Pt,Steyn,Abbott,5
29,0.08701849,0.08274091,0.091291287,Pt,Steyn,Abbott,5
30,0.091151717,0.08665362,0.096214588,Pt,Steyn,Abbott,5
31,0.09542895,0.09026948,0.100688377,Pt,Steyn,Abbott,5
32,0.099941472,0.094644366,0.105750165,Pt,Steyn,Abbott,5
33,0.105079055,0.099648986,0.11117629,Pt,Steyn,Abbott,5
34,0.110837498,0.105083711,0.117124121,Pt,Steyn,Abbott,5
35,0.117113946,0.111505553,0.12293605,Pt,Steyn,Abbott,5
36,0.123939602,0.11820668,0.129850208,Pt,Steyn,Abbott,5
37,0.130938269,0.125084141,0.136981969,Pt,Steyn,Abbott,5
38,0.137983177,0.131698881,0.145004685,Pt,Steyn,Abbott,5
39,0.144048495,0.137355072,0.151699846,Pt,Steyn,Abbott,5
40,0.147881864,0.14086157,0.154742298,Pt,Steyn,Abbott,5
41,0.149118713,0.141951237,0.155960923,Pt,Steyn,Abbott,5
42,0.148622638,0.142418879,0.155204567,Pt,Steyn,Abbott,5
43,0.146781008,0.139584837,0.153304164,Pt,Steyn,Abbott,5
44,0.143594317,0.136830547,0.149737686,Pt,Steyn,Abbott,5
45,0.140032294,0.13358583,0.145984557,Pt,Steyn,Abbott,5
46,0.136667363,0.130774278,0.142983785,Pt,Steyn,Abbott,5
47,0.133116083,0.126583636,0.139533504,Pt,Steyn,Abbott,5
48,0.129059739,0.122816622,0.135649218,Pt,Steyn,Abbott,5
49,0.124048636,0.117715565,0.13034609,Pt,Steyn,Abbott,5
50,0.118510413,0.112663741,0.124360333,Pt,Steyn,Abbott,5
51,0.113292283,0.107417322,0.119578553,Pt,Steyn,Abbott,5
52,0.10888965,0.103149382,0.114368646,Pt,Steyn,Abbott,5
53,0.105491306,0.099593815,0.111060594,Pt,Steyn,Abbott,5
54,0.102860849,0.097548803,0.108388491,Pt,Steyn,Abbott,5
