t,mean,lower,upper,variable,model,simulation,iter
10,-0.002653369,-0.025989779,0.02078531,rt,Steyn,Steyn,2
11,-0.002844728,-0.027146017,0.02286984,rt,Steyn,Steyn,2
12,-0.00199578,-0.027031036,0.019549438,rt,Steyn,Steyn,2
13,-0.000325179,-0.027489807,0.022274412,rt,Steyn,Steyn,2
14,0.001954985,-0.024450852,0.023954591,rt,Steyn,Steyn,2
15,0.004344609,-0.022976576,0.031582427,rt,Steyn,Steyn,2
16,0.00723426,-0.015552107,0.0327872,rt,Steyn,Steyn,2
17,0.009942336,-0.009686521,0.036449189,rt,Steyn,Steyn,2
18,0.011085698,-0.010669725,0.035338797,rt,Steyn,Steyn,2
19,0.01251634,-0.008962714,0.036337395,rt,Steyn,Steyn,2
20,0.014091686,-0.010109694,0.040893563,rt,Steyn,Steyn,2
21,0.014413334,-0.009936576,0.039190488,rt,Steyn,Steyn,2
22,0.014894646,-0.009183655,0.042567751,rt,Steyn,Steyn,2
23,0.015734213,-0.003901537,0.041045994,rt,Steyn,Steyn,2
24,0.015989494,-0.005398034,0.046012004,rt,Steyn,Steyn,2
25,0.014473228,-0.004896715,0.042316019,rt,Steyn,Steyn,2
26,0.011818517,-0.010003666,0.041197794,rt,Steyn,Steyn,2
27,0.009049365,-0.010320036,0.038650467,rt,Steyn,Steyn,2
28,0.003656097,-0.016103975,0.028299704,rt,Steyn,Steyn,2
29,-0.001706289,-0.026254512,0.020326572,rt,Steyn,Steyn,2
30,-0.008292189,-0.035202992,0.015397626,rt,Steyn,Steyn,2
31,-0.013884606,-0.04269759,0.007220375,rt,Steyn,Steyn,2
32,-0.017333377,-0.048689116,0.003987281,rt,Steyn,Steyn,2
33,-0.020187417,-0.048560465,0.001454249,rt,Steyn,Steyn,2
34,-0.022500844,-0.0538597,0.000296487,rt,Steyn,Steyn,2
35,-0.024962479,-0.053270222,-0.004098028,rt,Steyn,Steyn,2
36,-0.026230646,-0.054072467,-0.005402159,rt,Steyn,Steyn,2
37,-0.026617954,-0.057079946,-0.006296519,rt,Steyn,Steyn,2
38,-0.027248492,-0.058751676,-0.005323255,rt,Steyn,Steyn,2
39,-0.027761964,-0.055420317,-0.006487111,rt,Steyn,Steyn,2
40,-0.026744721,-0.053032322,-0.006470838,rt,Steyn,Steyn,2
41,-0.024715426,-0.049975701,-0.003387361,rt,Steyn,Steyn,2
42,-0.022960163,-0.050099389,-0.001251898,rt,Steyn,Steyn,2
43,-0.021142314,-0.047303767,0.001712279,rt,Steyn,Steyn,2
44,-0.018949172,-0.042580265,0.005370493,rt,Steyn,Steyn,2
45,-0.016335761,-0.041317789,0.011738524,rt,Steyn,Steyn,2
46,-0.01489138,-0.037258291,0.011633233,rt,Steyn,Steyn,2
47,-0.014063629,-0.037017456,0.013186665,rt,Steyn,Steyn,2
48,-0.013965525,-0.037444434,0.009351577,rt,Steyn,Steyn,2
49,-0.012658477,-0.034498314,0.011957935,rt,Steyn,Steyn,2
50,-0.011343318,-0.033369361,0.015452336,rt,Steyn,Steyn,2
51,-0.011302041,-0.03407859,0.014991141,rt,Steyn,Steyn,2
52,-0.010055097,-0.032666446,0.02019848,rt,Steyn,Steyn,2
53,-0.009764909,-0.030812328,0.021681292,rt,Steyn,Steyn,2
54,-0.010348237,-0.033172896,0.021695365,rt,Steyn,Steyn,2
55,-0.011609249,-0.03256877,0.017290206,rt,Steyn,Steyn,2
56,-0.012782824,-0.035351275,0.01746006,rt,Steyn,Steyn,2
57,-0.014999008,-0.036607683,0.011145011,rt,Steyn,Steyn,2
58,-0.018907303,-0.042710948,0.005066275,rt,Steyn,Steyn,2
59,-0.023041013,-0.050800343,-0.000170356,rt,Steyn,Steyn,2
60,-0.02698205,-0.055372475,-0.006613203,rt,Steyn,Steyn,2
61,-0.029280819,-0.062802319,-0.007976199,rt,Steyn,Steyn,2
62,-0.029520526,-0.062390508,-0.006566739,rt,Steyn,Steyn,2
63,-0.029303545,-0.065991532,-0.006810231,rt,Steyn,Steyn,2
64,-0.02743525,-0.057796136,-0.004509523,rt,Steyn,Steyn,2
65,-0.024761856,-0.055031323,-0.001047881,rt,Steyn,Steyn,2
66,-0.022015783,-0.049469302,0.000863404,rt,Steyn,Steyn,2
67,-0.018415645,-0.04287132,0.006641619,rt,Steyn,Steyn,2
68,-0.014866222,-0.039523628,0.012252482,rt,Steyn,Steyn,2
69,-0.012008216,-0.037345588,0.014576437,rt,Steyn,Steyn,2
70,-0.010517274,-0.035382714,0.015886217,rt,Steyn,Steyn,2
71,-0.00870638,-0.034981421,0.016722969,rt,Steyn,Steyn,2
72,-0.006631339,-0.031960345,0.018969067,rt,Steyn,Steyn,2
73,-0.004106291,-0.02954784,0.022284739,rt,Steyn,Steyn,2
74,-0.002027888,-0.025849251,0.025503988,rt,Steyn,Steyn,2
75,6.32E-05,-0.024400268,0.026949561,rt,Steyn,Steyn,2
76,0.002175889,-0.021205713,0.02888544,rt,Steyn,Steyn,2
77,0.004863685,-0.017919507,0.034138209,rt,Steyn,Steyn,2
78,0.006698444,-0.016048461,0.035479776,rt,Steyn,Steyn,2
79,0.007830778,-0.015815315,0.038344399,rt,Steyn,Steyn,2
80,0.008262873,-0.016457035,0.038013519,rt,Steyn,Steyn,2
81,0.007553148,-0.017016442,0.036381586,rt,Steyn,Steyn,2
82,0.006553819,-0.018100269,0.033247093,rt,Steyn,Steyn,2
83,0.005629221,-0.019748959,0.032353481,rt,Steyn,Steyn,2
84,0.0049703,-0.021989906,0.031074139,rt,Steyn,Steyn,2
85,0.004676973,-0.02223023,0.030675607,rt,Steyn,Steyn,2
86,0.004855578,-0.022889195,0.029553641,rt,Steyn,Steyn,2
87,0.005756597,-0.020359404,0.030896787,rt,Steyn,Steyn,2
88,0.005928824,-0.020861064,0.031068085,rt,Steyn,Steyn,2
89,0.006224218,-0.020432874,0.031352049,rt,Steyn,Steyn,2
90,0.00720836,-0.018422518,0.033830325,rt,Steyn,Steyn,2
91,0.007654583,-0.018344155,0.034067482,rt,Steyn,Steyn,2
92,0.007779684,-0.018439264,0.033980569,rt,Steyn,Steyn,2
93,0.007994543,-0.019169913,0.035324981,rt,Steyn,Steyn,2
94,0.007873202,-0.020776592,0.036328204,rt,Steyn,Steyn,2
95,0.007031846,-0.023770324,0.036238062,rt,Steyn,Steyn,2
96,0.006327968,-0.026352222,0.036941391,rt,Steyn,Steyn,2
97,0.005413701,-0.031265558,0.038250537,rt,Steyn,Steyn,2
98,0.00430656,-0.035290803,0.040148873,rt,Steyn,Steyn,2
99,0.003997825,-0.040326237,0.043346107,rt,Steyn,Steyn,2
100,0.003635103,-0.044777203,0.047134297,rt,Steyn,Steyn,2
1,0.012169355,0.009964082,0.014667144,Pt,Steyn,Steyn,2
2,0.011931118,0.010087101,0.01391195,Pt,Steyn,Steyn,2
3,0.01171432,0.010111622,0.013229921,Pt,Steyn,Steyn,2
4,0.011512727,0.010157072,0.012835902,Pt,Steyn,Steyn,2
5,0.01134759,0.010008161,0.012534614,Pt,Steyn,Steyn,2
6,0.011225671,0.009946232,0.01239998,Pt,Steyn,Steyn,2
7,0.011141195,0.009915603,0.012173729,Pt,Steyn,Steyn,2
8,0.011087025,0.009920464,0.012155275,Pt,Steyn,Steyn,2
9,0.01104728,0.009923671,0.012127062,Pt,Steyn,Steyn,2
10,0.011021721,0.009931011,0.012210017,Pt,Steyn,Steyn,2
11,0.010998302,0.009842055,0.012224579,Pt,Steyn,Steyn,2
12,0.010983686,0.009881551,0.01217921,Pt,Steyn,Steyn,2
13,0.010984961,0.009846189,0.012182838,Pt,Steyn,Steyn,2
14,0.011008213,0.009871952,0.012176791,Pt,Steyn,Steyn,2
15,0.011057812,0.009919269,0.012109416,Pt,Steyn,Steyn,2
16,0.011136856,0.009934824,0.012206916,Pt,Steyn,Steyn,2
17,0.011241159,0.01000989,0.012410429,Pt,Steyn,Steyn,2
18,0.011363362,0.010188073,0.012449001,Pt,Steyn,Steyn,2
19,0.0114997,0.010315578,0.012539405,Pt,Steyn,Steyn,2
20,0.011657337,0.010599471,0.012629294,Pt,Steyn,Steyn,2
21,0.011815344,0.01073609,0.012740469,Pt,Steyn,Steyn,2
22,0.01198928,0.01089871,0.013024353,Pt,Steyn,Steyn,2
23,0.012161866,0.01119461,0.013311113,Pt,Steyn,Steyn,2
24,0.012351142,0.011305474,0.013474317,Pt,Steyn,Steyn,2
25,0.01253368,0.011416205,0.01374203,Pt,Steyn,Steyn,2
26,0.012677852,0.011441334,0.014026905,Pt,Steyn,Steyn,2
27,0.012791321,0.0115479,0.014221327,Pt,Steyn,Steyn,2
28,0.012838046,0.011608518,0.014296455,Pt,Steyn,Steyn,2
29,0.012815476,0.011575359,0.014333693,Pt,Steyn,Steyn,2
30,0.012715813,0.011527412,0.014164802,Pt,Steyn,Steyn,2
31,0.012548294,0.011403498,0.014007062,Pt,Steyn,Steyn,2
32,0.012339301,0.011233321,0.013647027,Pt,Steyn,Steyn,2
33,0.012096544,0.011045322,0.013282568,Pt,Steyn,Steyn,2
34,0.011834795,0.01073662,0.012939135,Pt,Steyn,Steyn,2
35,0.011549147,0.010443979,0.012740757,Pt,Steyn,Steyn,2
36,0.011253863,0.010061164,0.012376468,Pt,Steyn,Steyn,2
37,0.010956411,0.009854113,0.012058425,Pt,Steyn,Steyn,2
38,0.010666414,0.009579597,0.011692691,Pt,Steyn,Steyn,2
39,0.010377903,0.009328978,0.0114414,Pt,Steyn,Steyn,2
40,0.010107974,0.009064959,0.011147765,Pt,Steyn,Steyn,2
41,0.009860518,0.008677701,0.010852746,Pt,Steyn,Steyn,2
42,0.009638552,0.008452361,0.010641686,Pt,Steyn,Steyn,2
43,0.009439547,0.008307674,0.010406917,Pt,Steyn,Steyn,2
44,0.009262132,0.008175876,0.010178852,Pt,Steyn,Steyn,2
45,0.009114789,0.008133205,0.010011573,Pt,Steyn,Steyn,2
46,0.008979644,0.00803573,0.009927373,Pt,Steyn,Steyn,2
47,0.008852281,0.007917007,0.009770548,Pt,Steyn,Steyn,2
48,0.008735108,0.007800357,0.009651134,Pt,Steyn,Steyn,2
49,0.008626041,0.007693688,0.00956967,Pt,Steyn,Steyn,2
50,0.008525552,0.007587402,0.009507172,Pt,Steyn,Steyn,2
51,0.008425887,0.007533831,0.009439706,Pt,Steyn,Steyn,2
52,0.008337714,0.007541022,0.009316754,Pt,Steyn,Steyn,2
53,0.008251714,0.007467268,0.009153326,Pt,Steyn,Steyn,2
54,0.008160727,0.007352051,0.009176172,Pt,Steyn,Steyn,2
55,0.008062516,0.007255412,0.009116184,Pt,Steyn,Steyn,2
56,0.007955136,0.007126679,0.008966702,Pt,Steyn,Steyn,2
57,0.007833052,0.006999515,0.008826163,Pt,Steyn,Steyn,2
58,0.007684517,0.006886409,0.008739189,Pt,Steyn,Steyn,2
59,0.007511033,0.006729414,0.008502211,Pt,Steyn,Steyn,2
60,0.007312295,0.006552996,0.008269961,Pt,Steyn,Steyn,2
61,0.00710586,0.006378371,0.007976477,Pt,Steyn,Steyn,2
62,0.006904596,0.006200901,0.007721471,Pt,Steyn,Steyn,2
63,0.006709557,0.005997573,0.007497034,Pt,Steyn,Steyn,2
64,0.006532485,0.00581097,0.007287477,Pt,Steyn,Steyn,2
65,0.006376893,0.005638377,0.007124699,Pt,Steyn,Steyn,2
66,0.006241739,0.005504738,0.006959967,Pt,Steyn,Steyn,2
67,0.006129394,0.005408644,0.006871256,Pt,Steyn,Steyn,2
68,0.006039265,0.005340398,0.006781033,Pt,Steyn,Steyn,2
69,0.005967086,0.005292744,0.00668103,Pt,Steyn,Steyn,2
70,0.005903859,0.005223514,0.006616961,Pt,Steyn,Steyn,2
71,0.005851421,0.0051869,0.006543537,Pt,Steyn,Steyn,2
72,0.005811316,0.005140328,0.006474364,Pt,Steyn,Steyn,2
73,0.005785611,0.005105908,0.006447615,Pt,Steyn,Steyn,2
74,0.005771863,0.005099361,0.006457256,Pt,Steyn,Steyn,2
75,0.00577062,0.005103423,0.006467241,Pt,Steyn,Steyn,2
76,0.005781161,0.00511195,0.006454293,Pt,Steyn,Steyn,2
77,0.005806119,0.005145246,0.006479023,Pt,Steyn,Steyn,2
78,0.005842656,0.005192011,0.006511393,Pt,Steyn,Steyn,2
79,0.005886571,0.005230789,0.006575658,Pt,Steyn,Steyn,2
80,0.005933029,0.005257366,0.006650428,Pt,Steyn,Steyn,2
81,0.005976925,0.005299949,0.006722662,Pt,Steyn,Steyn,2
82,0.006015119,0.005320452,0.006792293,Pt,Steyn,Steyn,2
83,0.006048071,0.00534034,0.006845093,Pt,Steyn,Steyn,2
84,0.006077767,0.005379324,0.006883939,Pt,Steyn,Steyn,2
85,0.006106304,0.005400454,0.006916256,Pt,Steyn,Steyn,2
86,0.006136862,0.005434335,0.006925868,Pt,Steyn,Steyn,2
87,0.006173252,0.005465004,0.00694744,Pt,Steyn,Steyn,2
88,0.006211042,0.005501829,0.006987752,Pt,Steyn,Steyn,2
89,0.00625043,0.005535132,0.007032516,Pt,Steyn,Steyn,2
90,0.006296077,0.005570749,0.007085352,Pt,Steyn,Steyn,2
91,0.006345335,0.005604164,0.00714122,Pt,Steyn,Steyn,2
92,0.006395652,0.005652413,0.007197868,Pt,Steyn,Steyn,2
93,0.006447995,0.005702518,0.00725526,Pt,Steyn,Steyn,2
94,0.006500428,0.005727374,0.007337072,Pt,Steyn,Steyn,2
95,0.006548082,0.005743918,0.007400848,Pt,Steyn,Steyn,2
96,0.006592255,0.005734331,0.007502567,Pt,Steyn,Steyn,2
97,0.006631971,0.005702914,0.007614712,Pt,Steyn,Steyn,2
98,0.006666464,0.005641853,0.00775938,Pt,Steyn,Steyn,2
99,0.006701372,0.005536637,0.007948816,Pt,Steyn,Steyn,2
100,0.006736887,0.005411901,0.008182252,Pt,Steyn,Steyn,2
1,60.8398,40,84,nPos,Steyn,Steyn,2
2,59.73794,40,82,nPos,Steyn,Steyn,2
3,58.60023,40,80,nPos,Steyn,Steyn,2
4,57.59115,39,79,nPos,Steyn,Steyn,2
5,56.75677,38,77,nPos,Steyn,Steyn,2
6,56.10174,38,77,nPos,Steyn,Steyn,2
7,55.73189,38,76,nPos,Steyn,Steyn,2
8,55.43187,37,76,nPos,Steyn,Steyn,2
9,55.26039,37,76,nPos,Steyn,Steyn,2
10,55.09816,37,75,nPos,Steyn,Steyn,2
11,54.98916,37,75,nPos,Steyn,Steyn,2
12,54.90359,37,75,nPos,Steyn,Steyn,2
13,54.95844,37,75,nPos,Steyn,Steyn,2
14,55.04377,37,75,nPos,Steyn,Steyn,2
15,55.25752,37,75,nPos,Steyn,Steyn,2
16,55.65172,38,76,nPos,Steyn,Steyn,2
17,56.22441,38,77,nPos,Steyn,Steyn,2
18,56.85338,39,77,nPos,Steyn,Steyn,2
19,57.46911,39,78,nPos,Steyn,Steyn,2
20,58.29974,40,79,nPos,Steyn,Steyn,2
21,58.99625,41,80,nPos,Steyn,Steyn,2
22,59.9577,41,81,nPos,Steyn,Steyn,2
23,60.76763,42,82,nPos,Steyn,Steyn,2
24,61.80508,43,83,nPos,Steyn,Steyn,2
25,62.64609,44,84,nPos,Steyn,Steyn,2
26,63.39605,44,85,nPos,Steyn,Steyn,2
27,63.93347,44,86,nPos,Steyn,Steyn,2
28,64.24873,45,86,nPos,Steyn,Steyn,2
29,64.06508,44,86,nPos,Steyn,Steyn,2
30,63.5943,44,85,nPos,Steyn,Steyn,2
31,62.721,43,84,nPos,Steyn,Steyn,2
32,61.65953,42,83,nPos,Steyn,Steyn,2
33,60.46896,42,81,nPos,Steyn,Steyn,2
34,59.19171,41,80,nPos,Steyn,Steyn,2
35,57.72924,39,78,nPos,Steyn,Steyn,2
36,56.24861,38,77,nPos,Steyn,Steyn,2
37,54.79818,37,75,nPos,Steyn,Steyn,2
38,53.32948,36,73,nPos,Steyn,Steyn,2
39,51.88222,34,71,nPos,Steyn,Steyn,2
40,50.53859,34,70,nPos,Steyn,Steyn,2
41,49.2729,32,68,nPos,Steyn,Steyn,2
42,48.21267,32,67,nPos,Steyn,Steyn,2
43,47.18256,31,66,nPos,Steyn,Steyn,2
44,46.34194,30,65,nPos,Steyn,Steyn,2
45,45.53555,29,64,nPos,Steyn,Steyn,2
46,44.88901,29,63,nPos,Steyn,Steyn,2
47,44.28867,28,62,nPos,Steyn,Steyn,2
48,43.65903,28,62,nPos,Steyn,Steyn,2
49,43.13994,28,61,nPos,Steyn,Steyn,2
50,42.59638,27,60,nPos,Steyn,Steyn,2
51,42.08885,27,60,nPos,Steyn,Steyn,2
52,41.70699,26,59,nPos,Steyn,Steyn,2
53,41.25912,26,59,nPos,Steyn,Steyn,2
54,40.8045,26,58,nPos,Steyn,Steyn,2
55,40.29658,25,58,nPos,Steyn,Steyn,2
56,39.76525,25,57,nPos,Steyn,Steyn,2
57,39.16551,24,56,nPos,Steyn,Steyn,2
58,38.39953,24,55,nPos,Steyn,Steyn,2
59,37.53053,23,54,nPos,Steyn,Steyn,2
60,36.58207,22,53,nPos,Steyn,Steyn,2
61,35.54175,21,52,nPos,Steyn,Steyn,2
62,34.52254,21,50,nPos,Steyn,Steyn,2
63,33.51381,20,49,nPos,Steyn,Steyn,2
64,32.65518,19,48,nPos,Steyn,Steyn,2
65,31.8281,19,47,nPos,Steyn,Steyn,2
66,31.22927,18,47,nPos,Steyn,Steyn,2
67,30.63966,18,46,nPos,Steyn,Steyn,2
68,30.18047,18,45,nPos,Steyn,Steyn,2
69,29.86669,17,45,nPos,Steyn,Steyn,2
70,29.53148,17,44,nPos,Steyn,Steyn,2
71,29.25029,17,44,nPos,Steyn,Steyn,2
72,29.07647,17,44,nPos,Steyn,Steyn,2
73,28.90193,16,44,nPos,Steyn,Steyn,2
74,28.84588,16,43,nPos,Steyn,Steyn,2
75,28.84937,16,43,nPos,Steyn,Steyn,2
76,28.91819,16,44,nPos,Steyn,Steyn,2
77,29.07613,17,44,nPos,Steyn,Steyn,2
78,29.21838,17,44,nPos,Steyn,Steyn,2
79,29.46748,17,44,nPos,Steyn,Steyn,2
80,29.65072,17,44,nPos,Steyn,Steyn,2
81,29.8617,17,45,nPos,Steyn,Steyn,2
82,30.06444,17,45,nPos,Steyn,Steyn,2
83,30.22535,17,45,nPos,Steyn,Steyn,2
84,30.36803,18,45,nPos,Steyn,Steyn,2
85,30.53752,18,46,nPos,Steyn,Steyn,2
86,30.71603,18,46,nPos,Steyn,Steyn,2
87,30.86803,18,46,nPos,Steyn,Steyn,2
88,31.05208,18,46,nPos,Steyn,Steyn,2
89,31.26065,18,46,nPos,Steyn,Steyn,2
90,31.49008,18,47,nPos,Steyn,Steyn,2
91,31.74508,19,47,nPos,Steyn,Steyn,2
92,31.98181,19,47,nPos,Steyn,Steyn,2
93,32.27184,19,48,nPos,Steyn,Steyn,2
94,32.53184,19,48,nPos,Steyn,Steyn,2
95,32.75403,19,48,nPos,Steyn,Steyn,2
96,32.97859,19,49,nPos,Steyn,Steyn,2
97,33.17227,19,49,nPos,Steyn,Steyn,2
98,33.36631,19,50,nPos,Steyn,Steyn,2
99,33.50991,19,50,nPos,Steyn,Steyn,2
100,33.70341,19,51,nPos,Steyn,Steyn,2
1,0.01216796,0.008,0.0168,Obs positivity,Steyn,Steyn,2
2,0.011947588,0.008,0.0164,Obs positivity,Steyn,Steyn,2
3,0.011720046,0.008,0.016,Obs positivity,Steyn,Steyn,2
4,0.01151823,0.0078,0.0158,Obs positivity,Steyn,Steyn,2
5,0.011351354,0.0076,0.0154,Obs positivity,Steyn,Steyn,2
6,0.011220348,0.0076,0.0154,Obs positivity,Steyn,Steyn,2
7,0.011146378,0.0076,0.0152,Obs positivity,Steyn,Steyn,2
8,0.011086374,0.0074,0.0152,Obs positivity,Steyn,Steyn,2
9,0.011052078,0.0074,0.0152,Obs positivity,Steyn,Steyn,2
10,0.011019632,0.0074,0.015,Obs positivity,Steyn,Steyn,2
11,0.010997832,0.0074,0.015,Obs positivity,Steyn,Steyn,2
12,0.010980718,0.0074,0.015,Obs positivity,Steyn,Steyn,2
13,0.010991688,0.0074,0.015,Obs positivity,Steyn,Steyn,2
14,0.011008754,0.0074,0.015,Obs positivity,Steyn,Steyn,2
15,0.011051504,0.0074,0.015,Obs positivity,Steyn,Steyn,2
16,0.011130344,0.0076,0.0152,Obs positivity,Steyn,Steyn,2
17,0.011244882,0.0076,0.0154,Obs positivity,Steyn,Steyn,2
18,0.011370676,0.0078,0.0154,Obs positivity,Steyn,Steyn,2
19,0.011493822,0.0078,0.0156,Obs positivity,Steyn,Steyn,2
20,0.011659948,0.008,0.0158,Obs positivity,Steyn,Steyn,2
21,0.01179925,0.0082,0.016,Obs positivity,Steyn,Steyn,2
22,0.01199154,0.0082,0.0162,Obs positivity,Steyn,Steyn,2
23,0.012153526,0.0084,0.0164,Obs positivity,Steyn,Steyn,2
24,0.012361016,0.0086,0.0166,Obs positivity,Steyn,Steyn,2
25,0.012529218,0.0088,0.0168,Obs positivity,Steyn,Steyn,2
26,0.01267921,0.0088,0.017,Obs positivity,Steyn,Steyn,2
27,0.012786694,0.0088,0.0172,Obs positivity,Steyn,Steyn,2
28,0.012849746,0.009,0.0172,Obs positivity,Steyn,Steyn,2
29,0.012813016,0.0088,0.0172,Obs positivity,Steyn,Steyn,2
30,0.01271886,0.0088,0.017,Obs positivity,Steyn,Steyn,2
31,0.0125442,0.0086,0.0168,Obs positivity,Steyn,Steyn,2
32,0.012331906,0.0084,0.0166,Obs positivity,Steyn,Steyn,2
33,0.012093792,0.0084,0.0162,Obs positivity,Steyn,Steyn,2
34,0.011838342,0.0082,0.016,Obs positivity,Steyn,Steyn,2
35,0.011545848,0.0078,0.0156,Obs positivity,Steyn,Steyn,2
36,0.011249722,0.0076,0.0154,Obs positivity,Steyn,Steyn,2
37,0.010959636,0.0074,0.015,Obs positivity,Steyn,Steyn,2
38,0.010665896,0.0072,0.0146,Obs positivity,Steyn,Steyn,2
39,0.010376444,0.0068,0.0142,Obs positivity,Steyn,Steyn,2
40,0.010107718,0.0068,0.014,Obs positivity,Steyn,Steyn,2
41,0.00985458,0.0064,0.0136,Obs positivity,Steyn,Steyn,2
42,0.009642534,0.0064,0.0134,Obs positivity,Steyn,Steyn,2
43,0.009436512,0.0062,0.0132,Obs positivity,Steyn,Steyn,2
44,0.009268388,0.006,0.013,Obs positivity,Steyn,Steyn,2
45,0.00910711,0.0058,0.0128,Obs positivity,Steyn,Steyn,2
46,0.008977802,0.0058,0.0126,Obs positivity,Steyn,Steyn,2
47,0.008857734,0.0056,0.0124,Obs positivity,Steyn,Steyn,2
48,0.008731806,0.0056,0.0124,Obs positivity,Steyn,Steyn,2
49,0.008627988,0.0056,0.0122,Obs positivity,Steyn,Steyn,2
50,0.008519276,0.0054,0.012,Obs positivity,Steyn,Steyn,2
51,0.00841777,0.0054,0.012,Obs positivity,Steyn,Steyn,2
52,0.008341398,0.0052,0.0118,Obs positivity,Steyn,Steyn,2
53,0.008251824,0.0052,0.0118,Obs positivity,Steyn,Steyn,2
54,0.0081609,0.0052,0.0116,Obs positivity,Steyn,Steyn,2
55,0.008059316,0.005,0.0116,Obs positivity,Steyn,Steyn,2
56,0.00795305,0.005,0.0114,Obs positivity,Steyn,Steyn,2
57,0.007833102,0.0048,0.0112,Obs positivity,Steyn,Steyn,2
58,0.007679906,0.0048,0.011,Obs positivity,Steyn,Steyn,2
59,0.007506106,0.0046,0.0108,Obs positivity,Steyn,Steyn,2
60,0.007316414,0.0044,0.0106,Obs positivity,Steyn,Steyn,2
61,0.00710835,0.0042,0.0104,Obs positivity,Steyn,Steyn,2
62,0.006904508,0.0042,0.01,Obs positivity,Steyn,Steyn,2
63,0.006702762,0.004,0.0098,Obs positivity,Steyn,Steyn,2
64,0.006531036,0.0038,0.0096,Obs positivity,Steyn,Steyn,2
65,0.00636562,0.0038,0.0094,Obs positivity,Steyn,Steyn,2
66,0.006245854,0.0036,0.0094,Obs positivity,Steyn,Steyn,2
67,0.006127932,0.0036,0.0092,Obs positivity,Steyn,Steyn,2
68,0.006036094,0.0036,0.009,Obs positivity,Steyn,Steyn,2
69,0.005973338,0.0034,0.009,Obs positivity,Steyn,Steyn,2
70,0.005906296,0.0034,0.0088,Obs positivity,Steyn,Steyn,2
71,0.005850058,0.0034,0.0088,Obs positivity,Steyn,Steyn,2
72,0.005815294,0.0034,0.0088,Obs positivity,Steyn,Steyn,2
73,0.005780386,0.0032,0.0088,Obs positivity,Steyn,Steyn,2
74,0.005769176,0.0032,0.0086,Obs positivity,Steyn,Steyn,2
75,0.005769874,0.0032,0.0086,Obs positivity,Steyn,Steyn,2
76,0.005783638,0.0032,0.0088,Obs positivity,Steyn,Steyn,2
77,0.005815226,0.0034,0.0088,Obs positivity,Steyn,Steyn,2
78,0.005843676,0.0034,0.0088,Obs positivity,Steyn,Steyn,2
79,0.005893496,0.0034,0.0088,Obs positivity,Steyn,Steyn,2
80,0.005930144,0.0034,0.0088,Obs positivity,Steyn,Steyn,2
81,0.00597234,0.0034,0.009,Obs positivity,Steyn,Steyn,2
82,0.006012888,0.0034,0.009,Obs positivity,Steyn,Steyn,2
83,0.00604507,0.0034,0.009,Obs positivity,Steyn,Steyn,2
84,0.006073606,0.0036,0.009,Obs positivity,Steyn,Steyn,2
85,0.006107504,0.0036,0.0092,Obs positivity,Steyn,Steyn,2
86,0.006143206,0.0036,0.0092,Obs positivity,Steyn,Steyn,2
87,0.006173606,0.0036,0.0092,Obs positivity,Steyn,Steyn,2
88,0.006210416,0.0036,0.0092,Obs positivity,Steyn,Steyn,2
89,0.00625213,0.0036,0.0092,Obs positivity,Steyn,Steyn,2
90,0.006298016,0.0036,0.0094,Obs positivity,Steyn,Steyn,2
91,0.006349016,0.0038,0.0094,Obs positivity,Steyn,Steyn,2
92,0.006396362,0.0038,0.0094,Obs positivity,Steyn,Steyn,2
93,0.006454368,0.0038,0.0096,Obs positivity,Steyn,Steyn,2
94,0.006506368,0.0038,0.0096,Obs positivity,Steyn,Steyn,2
95,0.006550806,0.0038,0.0096,Obs positivity,Steyn,Steyn,2
96,0.006595718,0.0038,0.0098,Obs positivity,Steyn,Steyn,2
97,0.006634454,0.0038,0.0098,Obs positivity,Steyn,Steyn,2
98,0.006673262,0.0038,0.01,Obs positivity,Steyn,Steyn,2
99,0.006701982,0.0038,0.01,Obs positivity,Steyn,Steyn,2
100,0.006740682,0.0038,0.0102,Obs positivity,Steyn,Steyn,2
1,-0.022839266,-0.055684892,0.009114762,rt,Steyn,Steyn,3
2,-0.022679105,-0.054218856,0.005666725,rt,Steyn,Steyn,3
3,-0.022649068,-0.053906685,0.002991596,rt,Steyn,Steyn,3
4,-0.022363028,-0.05013403,0.00123922,rt,Steyn,Steyn,3
5,-0.022020571,-0.045151877,0.001971284,rt,Steyn,Steyn,3
6,-0.021667872,-0.045352119,0.001090355,rt,Steyn,Steyn,3
7,-0.021422756,-0.043497816,-0.000145841,rt,Steyn,Steyn,3
8,-0.02122193,-0.041651162,-0.002667407,rt,Steyn,Steyn,3
9,-0.021315934,-0.041229231,-0.004547696,rt,Steyn,Steyn,3
10,-0.020984382,-0.040511858,-0.005729987,rt,Steyn,Steyn,3
11,-0.020170433,-0.037188458,-0.005075035,rt,Steyn,Steyn,3
12,-0.019519247,-0.037801065,-0.003575435,rt,Steyn,Steyn,3
13,-0.018572019,-0.034927349,-0.002428125,rt,Steyn,Steyn,3
14,-0.017939598,-0.034635148,0.000501685,rt,Steyn,Steyn,3
15,-0.016892834,-0.031433285,0.001305719,rt,Steyn,Steyn,3
16,-0.016280484,-0.031713296,0.001757196,rt,Steyn,Steyn,3
17,-0.015790693,-0.03126694,0.003057128,rt,Steyn,Steyn,3
