"variable","mean","median","sd","lower","upper","rhat","ess_bulk","iter","simulation","method","fitAttempts"
"P[13]",0.00785751266666667,0.007848595,0.000444625723240929,0.007033323,0.00876760425,1.00375080166865,891.506215302039,5,"Steyn","Eales",1
"P[14]",0.0076885744,0.007678585,0.00043654859714284,0.00688344,0.008576513,1.00405880779586,914.455734607446,5,"Steyn","Eales",1
"P[15]",0.00752954345555556,0.007520225,0.000429943289394787,0.006731683,0.0084128495,1.00446847879606,925.462877752395,5,"Steyn","Eales",1
"P[16]",0.00737914446666667,0.007374055,0.000423673267429275,0.00659098175,0.0082418495,1.00458519193033,873.137292331534,5,"Steyn","Eales",1
"P[17]",0.00723634998888889,0.007228025,0.000417123144453554,0.00646310825,0.00807276025,1.00462784221017,887.872500506191,5,"Steyn","Eales",1
"P[18]",0.00710061296666667,0.007087695,0.000411062289504795,0.0063330075,0.00794603525,1.00452386153355,923.431892302652,5,"Steyn","Eales",1
"P[19]",0.00697146785555556,0.006953145,0.000406125279356962,0.006223094,0.00784842875,1.00406783120159,990.673038494742,5,"Steyn","Eales",1
"P[20]",0.00684843867777778,0.006821605,0.000402147377677637,0.00612539925,0.00774397725,1.0036567255007,1009.30252353204,5,"Steyn","Eales",1
"P[21]",0.00673103943333333,0.006707,0.000398297034220386,0.006013581,0.00762636525,1.003151780554,1048.01876743784,5,"Steyn","Eales",1
"P[22]",0.00661880056666667,0.00659395,0.00039416063168711,0.005890473,0.00750940475,1.00284054882437,1043.41112079747,5,"Steyn","Eales",1
"P[23]",0.00651126884444444,0.00648959,0.000390480303726344,0.00580955475,0.00739424925,1.00236398945348,1044.44865632383,5,"Steyn","Eales",1
"P[24]",0.00640798745555556,0.00637698,0.000387606105996049,0.005718244,0.007273147,1.00159597735559,1032.88024814895,5,"Steyn","Eales",1
"P[25]",0.00630847522222222,0.0062777,0.0003850081928118,0.00562928225,0.00714946175,1.00107918044405,1021.89671342349,5,"Steyn","Eales",1
"P[26]",0.00621224226666667,0.00619022,0.000381547466084353,0.00555774425,0.00705849675,1.00050943867493,1004.71095436899,5,"Steyn","Eales",1
"P[27]",0.00611897164444444,0.006092255,0.000376725034721247,0.00547206975,0.00694157425,1.00002617419043,1016.54134344508,5,"Steyn","Eales",1
"P[28]",0.00602865916666667,0.00600757,0.000371453218897383,0.00540737825,0.00683214875,0.999726964804533,1020.75447553329,5,"Steyn","Eales",1
"P[29]",0.00594131678888889,0.00591431,0.000366530346319211,0.005315274,0.00673573225,0.999463693251944,1032.49068137672,5,"Steyn","Eales",1
"P[30]",0.00585691673333333,0.0058405,0.00036211074997551,0.00521859275,0.0066449795,0.999180117280217,1074.18884792435,5,"Steyn","Eales",1
"P[31]",0.00577540096666667,0.005762165,0.000357833430464537,0.0051403085,0.0065247435,0.99936697212369,1097.04868773591,5,"Steyn","Eales",1
"P[32]",0.00569680487777778,0.00568603,0.000353749454683483,0.00506137275,0.0064354845,1.0011332530862,1145.02567580324,5,"Steyn","Eales",1
"P[33]",0.00562131661111111,0.005616625,0.000350584888576635,0.004967316,0.006355264,1.00296787919427,1149.56340629805,5,"Steyn","Eales",1
"P[34]",0.00554909268888889,0.005547,0.000348464692015121,0.00488888075,0.0062846585,1.00459912895999,1156.93906648136,5,"Steyn","Eales",1
"P[35]",0.00548022808888889,0.005480135,0.000346643644483903,0.00481158075,0.0062162995,1.00591466413656,1168.86450705645,5,"Steyn","Eales",1
"P[36]",0.00541478308888889,0.005413445,0.000343903282612689,0.00476169775,0.00611591675,1.00470776995593,1190.31716639636,5,"Steyn","Eales",1
"P[37]",0.00535297201111111,0.0053554,0.000339940038535654,0.00471615025,0.006022082,1.00400156298994,1169.23540119858,5,"Steyn","Eales",1
"P[38]",0.00529523628888889,0.00529755,0.000335771945050155,0.004655385,0.005946673,1.00344529383192,1156.80081503769,5,"Steyn","Eales",1
"P[39]",0.00524200074444444,0.005250165,0.000332146756954674,0.00460596275,0.0058906625,1.00331838918617,1145.60021970207,5,"Steyn","Eales",1
"P[40]",0.00519363766666667,0.005203715,0.000329117276371384,0.00458140625,0.005826116,1.00280481364275,1135.85467830529,5,"Steyn","Eales",1
"P[41]",0.00515047423333333,0.00515567,0.000326247463689647,0.00453758025,0.005763779,1.00196246295112,1133.32494967992,5,"Steyn","Eales",1
"P[42]",0.00511246205555556,0.005100645,0.000323601346037673,0.004507403,0.00571563075,1.00121109373326,1126.82831096127,5,"Steyn","Eales",1
"P[43]",0.00507908116666667,0.005062505,0.000321882038680667,0.0044793665,0.00569737075,1.00009644321601,1116.33848852578,5,"Steyn","Eales",1
"P[44]",0.00504977002222222,0.0050381,0.000321291294447348,0.004453949,0.005678678,0.999140577250032,1111.04386641255,5,"Steyn","Eales",1
"P[45]",0.0050239355,0.005008325,0.000321226772300466,0.00442858925,0.00565725675,0.999624514017415,1103.20088466537,5,"Steyn","Eales",1
