"variable","mean","median","sd","lower","upper","rhat","ess_bulk"
"a_raw[172]",0.358043155744444,0.393047,0.987976707023782,-1.456393,2.333721,0.998142661105999,1210.84406930938
"a_raw[173]",0.427667554122222,0.4693815,0.924068396801865,-1.3689155,2.28073075,1.00382167586949,1812.71906494038
"a_raw[174]",0.538013804088889,0.52345,0.924589551262529,-1.2075005,2.3846835,1.01026884176372,2500.29316522386
"a_raw[175]",0.554131469088889,0.5856755,0.939869443280709,-1.200952,2.29921075,1.01613102701683,1705.83091266174
"a_raw[176]",0.487021162855556,0.480189,0.971126037393671,-1.390378,2.323345,1.00344891018984,1943.63480359998
"a_raw[177]",0.487635694991111,0.496489,0.849010740653738,-1.29696475,2.10857025,1.00114874778337,2167.82521976315
"a_raw[178]",0.468442383244444,0.487748,0.914757296267955,-1.208913,2.246649,0.999357681764897,2178.27158482229
"a_raw[179]",0.438094112088889,0.4388355,0.961046747839798,-1.42811425,2.22735575,1.00342048636261,1428.79814978487
"a_raw[180]",0.346695513616667,0.3503535,0.996257279827641,-1.5789325,2.30095675,1.00390736607235,1309.42366822809
"a_raw[181]",0.311974656166667,0.3279015,0.95263506465869,-1.662679,2.03468875,1.00324808566909,2658.81825849539
"a_raw[182]",0.225091262605556,0.230317,0.97275945258492,-1.703259,2.0497255,1.00016253898716,1133.62847562774
"a_raw[183]",0.0987951037666666,0.118115,0.938377629543852,-1.81482775,1.92805,0.99758882013157,1566.63106695328
"a_raw[184]",-0.0134514084411111,-0.009948855,1.00737914355143,-2.051396,1.91100375,1.00174253240085,1628.34507900127
"a_raw[185]",-0.101070025364444,-0.1341955,0.948125762220661,-1.881732,1.75151125,0.998551974548412,1510.99921871752
"a_raw[186]",-0.128654401697778,-0.1037695,0.913197308329064,-2.00141225,1.61387475,0.999083175778804,1800.22314260433
"a_raw[187]",-0.0843735844111111,-0.0541155,0.935924553842699,-1.97520075,1.70016175,1.00542209643629,1213.05614210952
"a_raw[188]",0.0387351154555556,-0.010157325,0.993552321519467,-1.7399375,2.07863525,1.00820837213291,1411.41341001903
"a_raw[189]",0.0731580440144445,0.0688145,0.934558081655455,-1.86930275,1.8868575,0.999375617043967,1222.2740593609
"a_raw[190]",0.125593338287778,0.1508275,0.93235685740904,-1.67146925,1.88706925,1.0037924824567,1596.56172902881
"a_raw[191]",0.0474518991977778,0.04964365,0.988387662619158,-1.74674675,1.9953265,1.02801653156466,1433.92684574615
"a_raw[192]",-0.101604662555556,-0.0606393,0.901927154541153,-1.8735775,1.69396025,0.998516026720912,1916.521005388
"a_raw[193]",-0.483150126993333,-0.507104,0.916116194699679,-2.3857685,1.319132,1.00072354601805,1471.88208137613
"a_raw[194]",-0.773408288,-0.805957,0.953199873544384,-2.49379675,1.12288775,1.00079581771615,1294.29068161424
"a_raw[195]",-0.849856633411111,-0.818807,0.915427756439053,-2.631088,0.927412775,0.997886080624475,1540.26729301845
"a_raw[196]",-0.578373865055556,-0.544905,0.909452417975732,-2.34952425,1.1629335,0.999450613500517,1223.34499350814
"a_raw[197]",-0.276655745977778,-0.2628485,0.94780193402221,-2.06876825,1.6608615,1.00131095699586,1268.81099600827
"a_raw[198]",-0.0885888741588889,-0.1195515,1.00021909757518,-1.95158725,1.89291525,1.00386253044186,1663.79142902577
"a_raw[199]",0.0371973469878889,0.0338989,0.93331957175198,-1.6674225,1.85575875,1.01053148126428,1550.31300287382
"a_raw[200]",0.0380931385666667,0.02245585,0.935844886023994,-1.7151725,1.91234675,1.00411501994806,1567.48993457972
"a_raw[201]",0.0301873034666667,0.01400495,0.918562111416655,-1.87797875,1.84380175,1.00200643520449,1333.90095186317
"a_raw[202]",-0.0419797661333333,-0.0706163,0.979185076162424,-2.000514,1.8219215,0.999580782072824,1338.57645653147
"a_raw[203]",-0.113026583355556,-0.06766615,0.925939824284385,-2.07638025,1.703364,0.999399801896213,1822.40991999661
"a_raw[204]",-0.197014089977778,-0.2182835,0.928735321057655,-2.068212,1.55665725,1.00224725475939,1207.54549368077
"a_raw[205]",-0.271575246466667,-0.226933,0.958968327729874,-2.0818425,1.66877125,1.00912939190393,1539.62514849066
"a_raw[206]",-0.398695618655556,-0.424554,0.979767256974736,-2.2541795,1.532406,1.00048729711353,1112.32321888991
"a_raw[207]",-0.3792925574,-0.3518395,1.05274804462412,-2.45627425,1.63702475,1.00104399251434,1450.12714374686
"a_raw[208]",-0.150609376084444,-0.151184,0.981975976225734,-2.00511775,1.75434425,0.999801346605675,1820.12708256394
"a_raw[209]",-0.000556473246666649,-0.002518615,1.00750843864179,-1.90057275,1.917594,1.00284029027845,2460.06068658833
"a_raw[210]",0.0261140545888889,0.02489715,1.05750436118509,-2.0399035,2.05848175,1.00408508776428,2658.81825849539
"a_raw[211]",0.0310368185888889,0.0246713,1.00135175020508,-1.8244785,1.85209325,1.00292471366916,1585.63919849755
"a_raw[212]",0.00229918121111113,-0.01152335,1.0197725550599,-1.98028425,2.13506375,0.998697525479129,1169.79405449031
"sigma",0.0143943989,0.01377645,0.0036980386139789,0.00889514675,0.0233879675,1.00593445505094,285.54809249096
"rho",0.000179357888444444,0.0001738765,5.77765329733737e-05,8.30115925e-05,0.000302770025,1.00076495591105,652.465512882452
"a[1]",-4.82060351111111,-4.82205,0.266750210791674,-5.3185295,-4.297624,1.00990456478281,760.925803672897
"a[2]",-4.83052067777778,-4.823125,0.231599636730237,-5.271893,-4.38603525,1.00596899014141,760.185662524289
"a[3]",-4.84111363333333,-4.836265,0.198670209754935,-5.2244775,-4.4694895,1.00412750311382,793.997152897394
"a[4]",-4.8503835,-4.84419,0.169698097288811,-5.1776715,-4.54240375,1.00472689001747,789.93240631271
"a[5]",-4.85941232222222,-4.85273,0.142999490651669,-5.141902,-4.6043255,1.00693675752398,830.847909532477
"a[6]",-4.86903131111111,-4.8625,0.120228352575958,-5.1175115,-4.6488225,1.00789295237903,915.078466280204
"a[7]",-4.87822297777778,-4.876675,0.101963376704081,-5.08246525,-4.68017175,1.00340137951814,997.792114936549
"a[8]",-4.88711064444444,-4.886705,0.0874514582953449,-5.06733875,-4.723467,0.999484621137501,1030.95640221014
"a[9]",-4.89347757777778,-4.894,0.0766606588119142,-5.0548865,-4.74652875,0.999038377017647,1003.44364625166
"a[10]",-4.89661104444444,-4.8978,0.069805464501893,-5.040333,-4.76196725,1.00047714385687,984.110848898625
"a[11]",-4.89674428888889,-4.89627,0.0660511258889328,-5.0267465,-4.7669775,1.00151369389631,912.872184515978
"a[12]",-4.89346912222222,-4.89234,0.0644655604186939,-5.016033,-4.76930975,1.00290976464918,921.721374006658
"a[13]",-4.8868978,-4.886725,0.0644892632969463,-5.013309,-4.76627725,1.00185108844129,977.774672528228
"a[14]",-4.8778336,-4.87604,0.0646497627714338,-5.000372,-4.75396175,1.00218099311766,1006.12651094244
"a[15]",-4.86695445555556,-4.86761,0.0643619433428732,-4.98905575,-4.745789,1.00134812996993,1090.96920958447
