param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
c,0.9790855315339106,0.7015272522155026,1.3863517139359876,1.0166639811436786,106.54333534422594,weighted,estimated,116.85984706878662,4,21
sigma,0.029146747106935527,0.010928257658667263,0.060501957896672634,1.024711716773174,109.96716102048237,binomial,estimated,91.68179297447205,5,21
sigma,0.026817232189735276,0.007538712653532658,0.069128219335293,1.016555166575632,125.39822397386877,betabinom,estimated,128.80740809440613,5,21
rho,0.004244034950529629,0.00046491591258620045,0.008637620620442793,1.0001418298159999,229.93412708981086,betabinom,estimated,128.80740809440613,5,21
sigma,0.06409673019332844,0.014430988228681604,0.14294623607623716,1.0359710102174875,107.45587181747784,weighted,estimated,116.22531700134277,5,21
c,1.349971667051889,0.8982209259592867,2.0164988900395047,1.0079206055526477,168.0701029383364,weighted,estimated,116.22531700134277,5,21
sigma,0.020804984416608864,0.006333438303748922,0.04074341041389866,1.0019292167369942,152.47337438288275,binomial,estimated,99.44481706619263,6,21
sigma,0.019730685989709534,0.005317545060654509,0.05309370784584189,1.0100245551745484,226.27981382608291,betabinom,estimated,140.39693593978882,6,21
rho,0.0015857972466981345,0.00012416443419240806,0.004577448715892878,1.0040017709133082,129.0194424175509,betabinom,estimated,140.39693593978882,6,21
sigma,0.022893298652836725,0.00733115187416074,0.07632647315673119,1.0254526279205765,104.38652696810969,weighted,estimated,133.3394730091095,6,21
c,0.9364867007782494,0.6694468442466246,1.2818478799566781,1.0054620291274365,266.9243188324891,weighted,estimated,133.3394730091095,6,21
sigma,0.01146472237623264,0.0008615305220731851,0.051349687722279644,1.0117144055294096,102.40611646857606,binomial,estimated,99.41257691383362,7,21
sigma,0.009539871536623851,0.0004885166125983831,0.03692576245910522,1.0146956165597758,137.7991492159435,betabinom,estimated,129.25995779037476,7,21
rho,0.002144234472762395,8.781167567035315e-5,0.00552244558978941,1.0160585873753512,141.56123846005227,betabinom,estimated,129.25995779037476,7,21
sigma,0.11289844989003202,0.001207793990096212,0.18715396936701684,1.0231921788802645,108.74684603279896,weighted,estimated,124.80921697616577,7,21
c,0.9832347174546743,0.6621326347206187,1.4075514870716423,1.0153388257495666,154.63234316509738,weighted,estimated,124.80921697616577,7,21
sigma,0.016466177660523575,0.00434451234485635,0.04254981241302557,1.0023057487166416,119.52313505999993,binomial,estimated,103.70954585075378,8,21
sigma,0.017046608615378503,0.004101204180460139,0.04842265395542714,1.031650344974632,136.95485018166258,betabinom,estimated,148.64809608459473,8,21
rho,0.004890563415796035,0.000987136965378485,0.009112483190149904,1.0111292287942257,205.42075307784344,betabinom,estimated,148.64809608459473,8,21
sigma,0.04604728042592412,0.012129256134066256,0.1397824085901465,1.007730711317729,102.17105858878423,weighted,estimated,124.36486291885376,8,21
c,1.4666064840504152,0.9116220713202516,2.2878104798669936,1.014349703412012,151.22846122998368,weighted,estimated,124.36486291885376,8,21
sigma,0.037927687548649204,0.012896499699383276,0.07796696966543795,1.0367994711609778,131.78953253665534,binomial,estimated,95.51383900642395,9,21
sigma,0.035379395088279086,0.013758509961755691,0.06831123062286283,1.0156110102200702,189.80494280592973,betabinom,estimated,133.01096510887146,9,21
rho,0.00227209728364368,0.00014804968871477418,0.005832890030066537,1.0400153950214481,120.66300366353597,betabinom,estimated,133.01096510887146,9,21
sigma,0.034605137069138286,0.01480038452880197,0.07110857793936519,1.016073319869161,157.45182468082263,weighted,estimated,133.33308291435242,9,21
c,1.0907654819375139,0.7724664226394624,1.6015140306392492,1.029270141651288,235.98483194361083,weighted,estimated,133.33308291435242,9,21
sigma,0.033513209986222516,0.010320896802140054,0.0782666073360044,1.0176429107521623,100.77004205206116,binomial,estimated,96.62576007843018,10,21
sigma,0.030672919086008683,0.0089483269196165,0.07191683121587014,1.006355794282926,139.19685727385777,betabinom,estimated,132.54093718528748,10,21
rho,0.0016975444696966805,6.675718377495356e-5,0.005483406893909457,1.0040758577403612,106.52451009635303,betabinom,estimated,132.54093718528748,10,21
sigma,0.07555757328442586,0.024587080719660086,0.13680377528738716,1.0283414503859418,107.74090633532818,weighted,estimated,119.53631210327148,10,21
c,0.8907213847414404,0.6142223003418503,1.3093767305322859,1.00424049120812,190.24246092366747,weighted,estimated,119.53631210327148,10,21
